sample_id,label,dataset_source,owner,repo,repo_key,vulnerable_hash,file_name,raw_url,patch_signif,patch_count,path_depth,path_len,filename_len,token_count_in_path,raw_url_len,is_test_like,is_internal_path,is_pkg_path,is_cmd_path,has_auth_kw,has_crypto_kw,has_network_kw,has_storage_kw,has_parser_kw,has_input_kw,has_exec_kw,has_security_kw,repo_rows_in_dataset,owner_rows_in_dataset,files_in_same_fix_commit,rows_in_same_dir_in_dataset,same_file_occurrences_in_dataset,repo_positive_ratio_in_dataset
f62ce88cb42a,1,vulnerable,treeverse,lakeFS,treeverse/lakeFS,7db5bf3d4c2569df4ce4368a8984850d9444f240,pkg/loadtest/target_generator.go,https://github.com/treeverse/lakeFS/raw/3a625752acdf3f8e137bec20451e71d0f9fa82f2/pkg%2Floadtest%2Ftarget_generator.go,[],0,2,32,19,5,117,0,0,1,0,0,0,0,0,0,0,0,0,33,33,26,1,1,1.0
bcebe02b5470,1,vulnerable,treeverse,lakeFS,treeverse/lakeFS,7db5bf3d4c2569df4ce4368a8984850d9444f240,pkg/metastore/glue/converter.go,https://github.com/treeverse/lakeFS/raw/3a625752acdf3f8e137bec20451e71d0f9fa82f2/pkg%2Fmetastore%2Fglue%2Fconverter.go,[],0,3,31,12,5,118,0,0,1,0,0,0,0,0,0,0,0,0,33,33,26,2,1,1.0
f5f2d80e9d54,1,vulnerable,treeverse,lakeFS,treeverse/lakeFS,7db5bf3d4c2569df4ce4368a8984850d9444f240,pkg/metastore/glue/metastore_client.go,https://github.com/treeverse/lakeFS/raw/3a625752acdf3f8e137bec20451e71d0f9fa82f2/pkg%2Fmetastore%2Fglue%2Fmetastore_client.go,[],0,3,38,19,6,125,0,0,1,0,0,0,1,0,0,0,0,0,33,33,26,2,1,1.0
1cad654d635f,1,vulnerable,treeverse,lakeFS,treeverse/lakeFS,7db5bf3d4c2569df4ce4368a8984850d9444f240,pkg/metastore/hive/converter.go,https://github.com/treeverse/lakeFS/raw/3a625752acdf3f8e137bec20451e71d0f9fa82f2/pkg%2Fmetastore%2Fhive%2Fconverter.go,"['@@ -121,9 +122,11 @@']",1,3,31,12,5,118,0,0,1,0,0,0,0,0,0,0,0,0,33,33,26,1,1,1.0
6772d3c68b0e,1,vulnerable,treeverse,lakeFS,treeverse/lakeFS,7db5bf3d4c2569df4ce4368a8984850d9444f240,pkg/permissions/actions.go,https://github.com/treeverse/lakeFS/raw/3a625752acdf3f8e137bec20451e71d0f9fa82f2/pkg%2Fpermissions%2Factions.go,[],0,2,26,10,4,111,0,0,1,0,1,0,0,0,0,0,0,0,33,33,26,1,1,1.0
c8f0a83a8d77,1,vulnerable,treeverse,lakeFS,treeverse/lakeFS,7db5bf3d4c2569df4ce4368a8984850d9444f240,pkg/stats/usage_counter.go,https://github.com/treeverse/lakeFS/raw/3a625752acdf3f8e137bec20451e71d0f9fa82f2/pkg%2Fstats%2Fusage_counter.go,[],0,2,26,16,5,111,0,0,1,0,0,0,0,0,0,0,0,0,33,33,26,1,1,1.0
4f7cf7491380,1,vulnerable,treeverse,lakeFS,treeverse/lakeFS,7db5bf3d4c2569df4ce4368a8984850d9444f240,pkg/testutil/db.go,https://github.com/treeverse/lakeFS/raw/3a625752acdf3f8e137bec20451e71d0f9fa82f2/pkg%2Ftestutil%2Fdb.go,[],0,2,18,5,4,103,0,0,1,0,0,0,0,1,0,0,0,0,33,33,26,1,1,1.0
bd03e9e286f6,1,vulnerable,cosmos,cosmos-sdk,cosmos/cosmos-sdk,a01cb3ba66ac66efa9d30534cbba5e17d55c3182,x/group/keeper/msg_server.go,https://github.com/cosmos/cosmos-sdk/raw/0a98b65b24900a0e608866c78f172cf8e4140aea/x%2Fgroup%2Fkeeper%2Fmsg_server.go,"['@@ -201,6 +201,10 @@', '@@ -1132,10 +1136,8 @@']",2,3,28,13,6,116,0,0,0,0,0,0,1,0,0,0,0,0,25,29,5,5,2,1.0
226bc39a4114,1,vulnerable,cosmos,cosmos-sdk,cosmos/cosmos-sdk,a01cb3ba66ac66efa9d30534cbba5e17d55c3182,x/group/keeper/msg_server_test.go,https://github.com/cosmos/cosmos-sdk/raw/0a98b65b24900a0e608866c78f172cf8e4140aea/x%2Fgroup%2Fkeeper%2Fmsg_server_test.go,"['@@ -304,90 +303,77 @@', '@@ -396,58 +382,51 @@', '@@ -457,66 +436,73 @@']",3,3,33,18,7,121,1,0,0,0,0,0,1,0,0,0,0,0,25,29,5,5,2,1.0
7d19e272250a,1,vulnerable,cosmos,cosmos-sdk,cosmos/cosmos-sdk,a01cb3ba66ac66efa9d30534cbba5e17d55c3182,x/group/simulation/msg_factory.go,https://github.com/cosmos/cosmos-sdk/raw/0a98b65b24900a0e608866c78f172cf8e4140aea/x%2Fgroup%2Fsimulation%2Fmsg_factory.go,[],0,3,33,14,6,121,0,0,0,0,0,0,0,0,0,0,0,0,25,29,5,1,1,1.0
174953cf420e,1,vulnerable,cosmos,cosmos-sdk,cosmos/cosmos-sdk,a01cb3ba66ac66efa9d30534cbba5e17d55c3182,x/group/types.go,https://github.com/cosmos/cosmos-sdk/raw/0a98b65b24900a0e608866c78f172cf8e4140aea/x%2Fgroup%2Ftypes.go,"['@@ -211,7 +211,9 @@']",1,2,16,8,4,102,0,0,0,0,0,0,0,0,0,0,0,0,25,29,5,3,1,1.0
524dd840b2b6,1,vulnerable,cosmos,cosmos-sdk,cosmos/cosmos-sdk,a01cb3ba66ac66efa9d30534cbba5e17d55c3182,x/group/types_test.go,https://github.com/cosmos/cosmos-sdk/raw/0a98b65b24900a0e608866c78f172cf8e4140aea/x%2Fgroup%2Ftypes_test.go,"['@@ -239,6 +239,28 @@']",1,2,21,13,5,107,1,0,0,0,0,0,0,0,0,0,0,0,25,29,5,3,1,1.0
e60c7d466cfe,1,vulnerable,go-jose,go-jose,go-jose/go-jose,22811e77bac0d484ff060d5c4351b7e295df92fb,jwe.go,https://github.com/go-jose/go-jose/raw/99b346cec4e86d102284642c5dcbe9bb0cacfc22/jwe.go,[],0,0,6,6,2,86,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,12,1,1.0
2931e21781d3,1,vulnerable,go-jose,go-jose,go-jose/go-jose,22811e77bac0d484ff060d5c4351b7e295df92fb,jws.go,https://github.com/go-jose/go-jose/raw/99b346cec4e86d102284642c5dcbe9bb0cacfc22/jws.go,[],0,0,6,6,2,86,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,12,1,1.0
1ce7741fd826,1,vulnerable,go-jose,go-jose,go-jose/go-jose,22811e77bac0d484ff060d5c4351b7e295df92fb,jws_test.go,https://github.com/go-jose/go-jose/raw/99b346cec4e86d102284642c5dcbe9bb0cacfc22/jws_test.go,"['@@ -119,6 +119,9 @@']",1,0,11,11,3,91,1,0,0,0,0,0,0,0,0,0,0,0,12,12,3,12,1,1.0
bb71365f301e,1,vulnerable,BishopFox,sliver,BishopFox/sliver,9cdc326b57cfb6847dd439f40e9a86a6a5edf53c,server/core/rtunnels/rtunnels.go,https://github.com/BishopFox/sliver/raw/0f340a25cf3d496ed870dae7da39eab4427bc16f/server%2Fcore%2Frtunnels%2Frtunnels.go,"['@@ -95,6 +96,21 @@']",1,3,32,11,5,119,0,0,0,0,0,0,1,0,0,0,0,0,22,22,3,2,2,1.0
ebc1706414ec,1,vulnerable,BishopFox,sliver,BishopFox/sliver,9cdc326b57cfb6847dd439f40e9a86a6a5edf53c,server/handlers/sessions.go,https://github.com/BishopFox/sliver/raw/0f340a25cf3d496ed870dae7da39eab4427bc16f/server%2Fhandlers%2Fsessions.go,"['@@ -226,9 +226,14 @@']",1,2,27,11,4,112,0,0,0,0,1,0,1,0,0,0,0,0,22,22,3,2,2,1.0
2c69266056f8,1,vulnerable,BishopFox,sliver,BishopFox/sliver,9cdc326b57cfb6847dd439f40e9a86a6a5edf53c,server/rpc/rpc-rportfwd.go,https://github.com/BishopFox/sliver/raw/0f340a25cf3d496ed870dae7da39eab4427bc16f/server%2Frpc%2Frpc-rportfwd.go,[],0,2,26,15,5,111,0,0,0,0,0,0,1,0,0,0,0,0,22,22,3,2,2,1.0
27198862f4c2,1,vulnerable,BishopFox,sliver,BishopFox/sliver,ba05d0adc21d0f46ff6428e7ccdadc7c1c191750,server/core/rtunnels/rtunnels.go,https://github.com/BishopFox/sliver/raw/10e245326070c6a5884a02e0790bb7e2baefb3a1/server%2Fcore%2Frtunnels%2Frtunnels.go,"['@@ -95,6 +96,21 @@']",1,3,32,11,5,119,0,0,0,0,0,0,1,0,0,0,0,0,22,22,3,2,2,1.0
cec5c5104cdd,1,vulnerable,BishopFox,sliver,BishopFox/sliver,ba05d0adc21d0f46ff6428e7ccdadc7c1c191750,server/handlers/sessions.go,https://github.com/BishopFox/sliver/raw/10e245326070c6a5884a02e0790bb7e2baefb3a1/server%2Fhandlers%2Fsessions.go,"['@@ -226,9 +226,14 @@']",1,2,27,11,4,112,0,0,0,0,1,0,1,0,0,0,0,0,22,22,3,2,2,1.0
2b8a1e7533e7,1,vulnerable,BishopFox,sliver,BishopFox/sliver,ba05d0adc21d0f46ff6428e7ccdadc7c1c191750,server/rpc/rpc-rportfwd.go,https://github.com/BishopFox/sliver/raw/10e245326070c6a5884a02e0790bb7e2baefb3a1/server%2Frpc%2Frpc-rportfwd.go,[],0,2,26,15,5,111,0,0,0,0,0,0,1,0,0,0,0,0,22,22,3,2,2,1.0
ce844295555e,1,vulnerable,cosmos,ibc-go,cosmos/ibc-go,91dda01659676dfc15339a196b0750b6c808af93,modules/apps/transfer/ibc_module.go,https://github.com/cosmos/ibc-go/raw/59987d52d959dc5876ffd4f307c9b33a52a43748/modules%2Fapps%2Ftransfer%2Fibc_module.go,"['@@ -189,13 +189,6 @@']",1,3,35,13,6,119,0,0,0,0,0,0,0,0,0,0,0,0,2,29,1,2,2,1.0
2c6ee0895375,1,vulnerable,cosmos,ibc-go,cosmos/ibc-go,37ab926637aab78892aed61952fbb4b49da48ccd,modules/apps/transfer/ibc_module.go,https://github.com/cosmos/ibc-go/raw/9869b3c6f7eb05a935b1eb33611c5406f68438a5/modules%2Fapps%2Ftransfer%2Fibc_module.go,"['@@ -188,12 +188,6 @@']",1,3,35,13,6,119,0,0,0,0,0,0,0,0,0,0,0,0,2,29,1,2,2,1.0
233187568499,1,vulnerable,temporalio,api-go,temporalio/api-go,44277ce4b7b38c8778ae035fbf4cb501ccca0063,cmd/proxygenerator/interceptor.go,https://github.com/temporalio/api-go/raw/dad8b169ada911d3778e070484d1ae78a58bd22b/cmd%2Fproxygenerator%2Finterceptor.go,"['@@ -122,6 +122,9 @@', '@@ -162,6 +165,25 @@', '@@ -299,6 +321,20 @@', '@@ -508,17 +544,19 @@', '@@ -542,6 +580,11 @@', '@@ -572,6 +615,11 @@']",6,2,33,14,4,119,0,0,0,1,0,0,1,0,0,0,0,0,3,3,3,1,1,1.0
f2476c778b98,1,vulnerable,temporalio,api-go,temporalio/api-go,44277ce4b7b38c8778ae035fbf4cb501ccca0063,proxy/interceptor.go,https://github.com/temporalio/api-go/raw/dad8b169ada911d3778e070484d1ae78a58bd22b/proxy%2Finterceptor.go,"['@@ -120,6 +120,9 @@', '@@ -160,6 +163,25 @@', '@@ -1644,6 +1666,21 @@', '@@ -1676,6 +1713,22 @@', '@@ -1691,6 +1744,21 @@', '@@ -2740,6 +2808,20 @@', '@@ -3063,6 +3145,26 @@', '@@ -3096,6 +3198,32 @@']",8,1,20,14,3,104,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,2,1,1.0
bc71791e3bf8,1,vulnerable,temporalio,api-go,temporalio/api-go,44277ce4b7b38c8778ae035fbf4cb501ccca0063,proxy/interceptor_test.go,https://github.com/temporalio/api-go/raw/dad8b169ada911d3778e070484d1ae78a58bd22b/proxy%2Finterceptor_test.go,"['@@ -183,8 +183,14 @@', '@@ -204,6 +210,9 @@', '@@ -214,8 +223,14 @@', '@@ -234,6 +249,9 @@', '@@ -274,6 +292,44 @@']",5,1,25,19,4,109,1,0,0,0,0,0,1,0,0,0,0,0,3,3,3,2,1,1.0
5a7ab7d77a63,1,vulnerable,mattermost,mattermost,mattermost/mattermost,de59770797cc3fb88836dfff977666b9da9340a5,server/channels/app/bot.go,https://github.com/mattermost/mattermost/raw/faa7e4f2ea0cca2fd2aba271912b9fc3be788842/server%2Fchannels%2Fapp%2Fbot.go,"['@@ -614,5 +614,9 @@']",1,3,26,6,5,118,0,0,0,0,0,0,1,0,0,0,0,0,103,122,2,33,1,1.0
d6d22bd58450,1,vulnerable,mattermost,mattermost,mattermost/mattermost,de59770797cc3fb88836dfff977666b9da9340a5,server/channels/app/bot_test.go,https://github.com/mattermost/mattermost/raw/faa7e4f2ea0cca2fd2aba271912b9fc3be788842/server%2Fchannels%2Fapp%2Fbot_test.go,"['@@ -872,21 +872,34 @@']",1,3,31,11,6,123,1,0,0,0,0,0,1,0,0,0,0,0,103,122,2,33,1,1.0
35f6ce426aee,1,vulnerable,openfga,openfga,openfga/openfga,e51273af1420e6f613542481ca2eb2fc7d90745f,internal/graph/check.go,https://github.com/openfga/openfga/raw/0aee4f47e0c642de78831ceb27bb62b116f49588/internal%2Fgraph%2Fcheck.go,"['@@ -1111,6 +1111,11 @@']",1,2,23,8,4,107,0,1,0,0,0,0,0,0,0,0,0,0,20,20,7,2,1,1.0
82954948342c,1,vulnerable,openfga,openfga,openfga/openfga,e51273af1420e6f613542481ca2eb2fc7d90745f,internal/graph/check_test.go,https://github.com/openfga/openfga/raw/0aee4f47e0c642de78831ceb27bb62b116f49588/internal%2Fgraph%2Fcheck_test.go,"['@@ -4274,6 +4274,54 @@']",1,2,28,13,5,112,1,1,0,0,0,0,0,0,0,0,0,0,20,20,7,2,1,1.0
c6fa1312b3bb,1,vulnerable,openfga,openfga,openfga/openfga,e51273af1420e6f613542481ca2eb2fc7d90745f,pkg/server/commands/reverseexpand/reverse_expand.go,https://github.com/openfga/openfga/raw/0aee4f47e0c642de78831ceb27bb62b116f49588/pkg%2Fserver%2Fcommands%2Freverseexpand%2Freverse_expand.go,"['@@ -423,6 +423,19 @@']",1,4,51,17,7,139,0,0,1,0,0,0,1,0,0,0,1,0,20,20,7,4,2,1.0
8fe8f82a2f70,1,vulnerable,openfga,openfga,openfga/openfga,e51273af1420e6f613542481ca2eb2fc7d90745f,pkg/server/commands/reverseexpand/reverse_expand_test.go,https://github.com/openfga/openfga/raw/0aee4f47e0c642de78831ceb27bb62b116f49588/pkg%2Fserver%2Fcommands%2Freverseexpand%2Freverse_expand_test.go,"['@@ -820,3 +820,94 @@']",1,4,56,22,8,144,1,0,1,0,0,0,1,0,0,0,1,0,20,20,7,4,2,1.0
72dfb2828f7a,1,vulnerable,openfga,openfga,openfga/openfga,e51273af1420e6f613542481ca2eb2fc7d90745f,tests/check/check.go,https://github.com/openfga/openfga/raw/0aee4f47e0c642de78831ceb27bb62b116f49588/tests%2Fcheck%2Fcheck.go,"['@@ -1146,6 +1146,8 @@']",1,2,20,8,4,104,1,0,0,0,0,0,0,0,0,0,0,0,20,20,7,5,2,1.0
47587e7ca934,1,vulnerable,openfga,openfga,openfga/openfga,e51273af1420e6f613542481ca2eb2fc7d90745f,tests/check/check_userset.go,https://github.com/openfga/openfga/raw/0aee4f47e0c642de78831ceb27bb62b116f49588/tests%2Fcheck%2Fcheck_userset.go,"['@@ -1462,4 +1462,157 @@']",1,2,28,16,5,112,1,0,0,0,0,0,0,0,0,1,0,0,20,20,7,5,2,1.0
85a9458e48d0,1,vulnerable,openfga,openfga,openfga/openfga,e51273af1420e6f613542481ca2eb2fc7d90745f,tests/check/complexity_three.go,https://github.com/openfga/openfga/raw/0aee4f47e0c642de78831ceb27bb62b116f49588/tests%2Fcheck%2Fcomplexity_three.go,"['@@ -824,4 +824,99 @@']",1,2,31,19,5,115,1,0,0,0,0,0,0,0,0,0,0,0,20,20,7,5,1,1.0
732f1b178e4e,1,vulnerable,containerd,containerd,containerd/containerd,0b7f2a55f71f04a3655e9576ab22377c3e45f32d,oci/spec_opts.go,https://github.com/containerd/containerd/raw/05044ec0a9a75232cad458027ca83437aae3f4da/oci%2Fspec_opts.go,"['@@ -594,6 +595,20 @@']",1,1,16,12,4,104,0,0,0,0,0,0,0,0,0,0,0,0,33,34,2,6,3,1.0
9f7a1fc2b277,1,vulnerable,containerd,containerd,containerd/containerd,0b7f2a55f71f04a3655e9576ab22377c3e45f32d,oci/spec_opts_linux_test.go,https://github.com/containerd/containerd/raw/05044ec0a9a75232cad458027ca83437aae3f4da/oci%2Fspec_opts_linux_test.go,"['@@ -33,6 +33,98 @@']",1,1,27,23,6,115,1,0,0,0,0,0,0,0,0,0,0,0,33,34,2,6,3,1.0
54eda436f564,1,vulnerable,containerd,containerd,containerd/containerd,bf82ae2582453ee04d55304a39c0b17ddc081866,pkg/oci/spec_opts.go,https://github.com/containerd/containerd/raw/1a43cb6a1035441f9aca8f5666a9b3ef9e70ab20/pkg%2Foci%2Fspec_opts.go,"['@@ -593,6 +594,20 @@']",1,2,20,12,5,110,0,0,1,0,0,0,0,0,0,0,0,0,33,34,2,2,1,1.0
f88cb4faaed9,1,vulnerable,containerd,containerd,containerd/containerd,bf82ae2582453ee04d55304a39c0b17ddc081866,pkg/oci/spec_opts_linux_test.go,https://github.com/containerd/containerd/raw/1a43cb6a1035441f9aca8f5666a9b3ef9e70ab20/pkg%2Foci%2Fspec_opts_linux_test.go,"['@@ -33,6 +33,98 @@']",1,2,31,23,7,121,1,0,1,0,0,0,0,0,0,0,0,0,33,34,2,2,1,1.0
22ec796b5fc3,1,vulnerable,containerd,containerd,containerd/containerd,e0c4dd99038f01a6dbc4befbfb1fd6aae428a07e,oci/spec_opts.go,https://github.com/containerd/containerd/raw/cf158e884cfe4812a6c371b59e4ea9bc4c46e51a/oci%2Fspec_opts.go,"['@@ -576,6 +577,20 @@']",1,1,16,12,4,104,0,0,0,0,0,0,0,0,0,0,0,0,33,34,2,6,3,1.0
7fdd3d7ec284,1,vulnerable,containerd,containerd,containerd/containerd,e0c4dd99038f01a6dbc4befbfb1fd6aae428a07e,oci/spec_opts_linux_test.go,https://github.com/containerd/containerd/raw/cf158e884cfe4812a6c371b59e4ea9bc4c46e51a/oci%2Fspec_opts_linux_test.go,"['@@ -32,6 +32,98 @@']",1,1,27,23,6,115,1,0,0,0,0,0,0,0,0,0,0,0,33,34,2,6,3,1.0
615eccb7b96f,1,vulnerable,mudler,localai,mudler/localai,6257e2f5101cb74ca309b2c15bea6fcc00c37add,.github/ci/modelslist.go,https://github.com/mudler/LocalAI/raw/a1634b219a4e52813e70ff07e6376a01449c4515/.github%2Fci%2Fmodelslist.go,"['@@ -279,6 +280,12 @@']",1,2,24,13,5,107,0,0,0,0,0,0,0,0,0,0,0,0,6,67,6,1,1,1.0
a324dca4cda8,1,vulnerable,mudler,localai,mudler/localai,6257e2f5101cb74ca309b2c15bea6fcc00c37add,core/http/elements/gallery.go,https://github.com/mudler/LocalAI/raw/a1634b219a4e52813e70ff07e6376a01449c4515/core%2Fhttp%2Felements%2Fgallery.go,"['@@ -249,9 +250,7 @@', '@@ -285,11 +284,9 @@']",2,3,29,10,5,114,0,0,0,0,0,0,1,0,0,0,0,0,6,67,6,1,1,1.0
a6effbbfcfdc,1,vulnerable,mudler,localai,mudler/localai,6257e2f5101cb74ca309b2c15bea6fcc00c37add,core/http/endpoints/openai/assistant.go,https://github.com/mudler/LocalAI/raw/a1634b219a4e52813e70ff07e6376a01449c4515/core%2Fhttp%2Fendpoints%2Fopenai%2Fassistant.go,[],0,4,39,12,6,126,0,0,0,0,0,0,1,0,0,0,0,0,6,67,6,2,1,1.0
52970519ce83,1,vulnerable,mudler,localai,mudler/localai,6257e2f5101cb74ca309b2c15bea6fcc00c37add,core/http/endpoints/openai/files.go,https://github.com/mudler/LocalAI/raw/a1634b219a4e52813e70ff07e6376a01449c4515/core%2Fhttp%2Fendpoints%2Fopenai%2Ffiles.go,[],0,4,35,8,6,122,0,0,0,0,0,0,1,0,0,0,0,0,6,67,6,2,1,1.0
7d43a8c18079,1,vulnerable,mudler,localai,mudler/localai,6257e2f5101cb74ca309b2c15bea6fcc00c37add,core/http/middleware/auth.go,https://github.com/mudler/LocalAI/raw/a1634b219a4e52813e70ff07e6376a01449c4515/core%2Fhttp%2Fmiddleware%2Fauth.go,[],0,3,28,7,5,113,0,0,0,0,1,0,1,0,0,0,0,0,6,67,6,1,1,1.0
ea5c645f8fe7,1,vulnerable,mudler,localai,mudler/localai,6257e2f5101cb74ca309b2c15bea6fcc00c37add,core/http/routes/ui.go,https://github.com/mudler/LocalAI/raw/a1634b219a4e52813e70ff07e6376a01449c4515/core%2Fhttp%2Froutes%2Fui.go,[],0,3,22,5,5,107,0,0,0,0,0,0,1,0,0,0,0,0,6,67,6,1,1,1.0
e62c89962c48,1,vulnerable,minio,minio,minio/minio,6cd8a372cb8786598bf4652d2a544a41be4dd86c,cmd/sftp-server.go,https://github.com/minio/minio/raw/4c71f1b4ec0fb2a473ddaac18c20ec9e63f267ec/cmd%2Fsftp-server.go,"['@@ -256,9 +256,18 @@']",1,1,18,14,4,96,0,0,0,1,0,0,1,0,0,0,0,0,47,47,2,38,2,0.23404255319148937
c03f43ed3abd,1,vulnerable,minio,minio,minio/minio,6cd8a372cb8786598bf4652d2a544a41be4dd86c,cmd/sftp-server_test.go,https://github.com/minio/minio/raw/4c71f1b4ec0fb2a473ddaac18c20ec9e63f267ec/cmd%2Fsftp-server_test.go,"['@@ -146,6 +147,32 @@', '@@ -275,24 +302,48 @@']",2,1,23,19,5,101,1,0,0,1,0,0,1,0,0,0,0,0,47,47,2,38,2,0.23404255319148937
6a091217bf41,1,vulnerable,minio,minio,minio/minio,5ffb2a96053ecad0b48810c17427e746583da8e7,cmd/sftp-server-driver.go,https://github.com/minio/minio/raw/91e1487de45720753c9e9e4c02b1bd16b7e452fa/cmd%2Fsftp-server-driver.go,"['@@ -101,103 +100,20 @@']",1,1,25,21,5,103,0,0,0,1,0,0,1,0,0,0,0,0,47,47,3,38,1,0.23404255319148937
8eea1b5e122a,1,vulnerable,minio,minio,minio/minio,5ffb2a96053ecad0b48810c17427e746583da8e7,cmd/sftp-server.go,https://github.com/minio/minio/raw/91e1487de45720753c9e9e4c02b1bd16b7e452fa/cmd%2Fsftp-server.go,"['@@ -29,18 +28,15 @@', '@@ -58,6 +54,16 @@', '@@ -120,6 +126,226 @@', '@@ -160,16 +386,19 @@', '@@ -201,6 +430,8 @@', '@@ -222,125 +453,34 @@']",6,1,18,14,4,96,0,0,0,1,0,0,1,0,0,0,0,0,47,47,3,38,2,0.23404255319148937
8f4923ad8126,1,vulnerable,minio,minio,minio/minio,5ffb2a96053ecad0b48810c17427e746583da8e7,cmd/sftp-server_test.go,https://github.com/minio/minio/raw/91e1487de45720753c9e9e4c02b1bd16b7e452fa/cmd%2Fsftp-server_test.go,"['@@ -0,0 +1,289 @@']",1,1,23,19,5,101,1,0,0,1,0,0,1,0,0,0,0,0,47,47,3,38,2,0.23404255319148937
40118ce182ea,1,vulnerable,cheqd,cheqd-node,cheqd/cheqd-node,840166a253659a7809f0977ee53be1cb30f36773,api/cheqd/did/v2/fee.pulsar.go,https://github.com/cheqd/cheqd-node/raw/5a58b08dfb8dfc24631fb85b641cb75e9178d07f/api%2Fcheqd%2Fdid%2Fv2%2Ffee.pulsar.go,[],0,4,30,13,7,119,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,1,1.0
c98645894b28,1,vulnerable,cheqd,cheqd-node,cheqd/cheqd-node,840166a253659a7809f0977ee53be1cb30f36773,api/cheqd/did/v2/query.pulsar.go,https://github.com/cheqd/cheqd-node/raw/5a58b08dfb8dfc24631fb85b641cb75e9178d07f/api%2Fcheqd%2Fdid%2Fv2%2Fquery.pulsar.go,[],0,4,32,15,7,121,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,3,1,1.0
993c681fc1ef,1,vulnerable,cheqd,cheqd-node,cheqd/cheqd-node,840166a253659a7809f0977ee53be1cb30f36773,api/cheqd/did/v2/tx.pulsar.go,https://github.com/cheqd/cheqd-node/raw/5a58b08dfb8dfc24631fb85b641cb75e9178d07f/api%2Fcheqd%2Fdid%2Fv2%2Ftx.pulsar.go,[],0,4,29,12,7,118,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,3,1,1.0
73fbf0e76ec6,1,vulnerable,cheqd,cheqd-node,cheqd/cheqd-node,840166a253659a7809f0977ee53be1cb30f36773,api/cheqd/resource/v2/fee.pulsar.go,https://github.com/cheqd/cheqd-node/raw/5a58b08dfb8dfc24631fb85b641cb75e9178d07f/api%2Fcheqd%2Fresource%2Fv2%2Ffee.pulsar.go,[],0,4,35,13,7,124,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,1,1.0
6e9c0c36172b,1,vulnerable,cheqd,cheqd-node,cheqd/cheqd-node,840166a253659a7809f0977ee53be1cb30f36773,api/cheqd/resource/v2/query.pulsar.go,https://github.com/cheqd/cheqd-node/raw/5a58b08dfb8dfc24631fb85b641cb75e9178d07f/api%2Fcheqd%2Fresource%2Fv2%2Fquery.pulsar.go,[],0,4,37,15,7,126,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,2,1,1.0
e200e02d4ca2,1,vulnerable,metal3-io,baremetal-operator,metal3-io/baremetal-operator,656fce03c1eef46b6b0001b454c874d610b2dab4,apis/metal3.io/v1alpha1/bmceventsubscription_validation.go,https://github.com/metal3-io/baremetal-operator/raw/19f8443b1fe182f76dd81b43122e8dd102f8b94c/apis%2Fmetal3.io%2Fv1alpha1%2Fbmceventsubscription_validation.go,"['@@ -29,6 +29,12 @@']",1,3,58,34,7,157,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,1.0
19a2a54944b2,1,vulnerable,metal3-io,baremetal-operator,metal3-io/baremetal-operator,656fce03c1eef46b6b0001b454c874d610b2dab4,apis/metal3.io/v1alpha1/bmceventsubscription_validation_test.go,https://github.com/metal3-io/baremetal-operator/raw/19f8443b1fe182f76dd81b43122e8dd102f8b94c/apis%2Fmetal3.io%2Fv1alpha1%2Fbmceventsubscription_validation_test.go,"['@@ -69,6 +70,28 @@']",1,3,63,39,8,162,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,1.0
6ac533bdbd93,1,vulnerable,metal3-io,baremetal-operator,metal3-io/baremetal-operator,656fce03c1eef46b6b0001b454c874d610b2dab4,controllers/metal3.io/bmceventsubscription_controller.go,https://github.com/metal3-io/baremetal-operator/raw/19f8443b1fe182f76dd81b43122e8dd102f8b94c/controllers%2Fmetal3.io%2Fbmceventsubscription_controller.go,"['@@ -243,6 +243,10 @@']",1,2,56,34,6,153,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,1.0
f82784cda801,1,vulnerable,metal3-io,baremetal-operator,metal3-io/baremetal-operator,656fce03c1eef46b6b0001b454c874d610b2dab4,controllers/metal3.io/bmceventsubscription_controller_test.go,https://github.com/metal3-io/baremetal-operator/raw/19f8443b1fe182f76dd81b43122e8dd102f8b94c/controllers%2Fmetal3.io%2Fbmceventsubscription_controller_test.go,"['@@ -139,3 +139,84 @@']",1,2,61,39,7,158,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,1,1.0
