loc,func_cnt,ccn,avg_ccn,max_ccn,token_count,avg_params,file_commits,unique_authors,file_age_days,security_touch_ratio,is_vuln
992,124,131,1.056,3,5083,1.089,75,36,2189,0.1467,1
3,0,0,0.0,0,18020,0.0,70,2,91,0.0,0
1469,107,414,3.869,35,8742,3.028,382,112,3609,0.0471,0
247,31,37,1.194,5,1354,1.097,22,12,1228,0.0,0
116,7,18,2.571,5,661,1.0,8,5,204,0.0,0
12,0,0,0.0,0,43,0.0,0,0,0,0.0,0
34,4,4,1.0,1,179,1.0,3,3,1853,0.0,0
280,28,82,2.929,14,1683,2.821,82,28,4475,0.0,0
265,40,62,1.55,5,1599,2.075,148,53,3915,0.0338,0
1053,106,397,3.745,24,7815,2.245,219,20,2341,0.0,0
547,35,41,1.171,7,1678,1.371,24,13,1548,0.0,0
493,65,70,1.077,3,2745,1.092,36,23,1814,0.5278,1
144,29,32,1.103,2,914,1.31,2,1,98,0.0,0
65,9,13,1.444,3,291,1.0,8,8,2778,0.0,0
347,36,139,3.861,14,2279,1.583,67,16,2387,0.0,0
602,57,147,2.579,10,3831,3.579,197,71,5085,0.0812,0
332,8,59,7.375,15,1629,2.125,181,32,3484,0.0166,0
9,1,1,1.0,1,41,1.0,1,1,1109,0.0,0
12,0,0,0.0,0,40,0.0,4,2,341,0.0,0
17,0,0,0.0,0,163,0.0,3,1,4,0.0,0
372,63,155,2.46,12,2711,2.524,24,3,258,0.0,0
151,6,39,6.5,22,759,1.833,12,3,134,0.0,0
444,32,33,1.031,2,2450,1.0,36,20,3503,0.0,0
919,97,310,3.196,17,4932,2.134,82,26,1491,0.0,1
7,1,1,1.0,1,85,1.0,10,5,1594,0.0,0
483,42,47,1.119,5,2050,1.524,42,10,907,0.0476,1
123,6,9,1.5,2,334,1.0,75,32,2835,0.0133,0
77,8,10,1.25,2,295,2.5,5,4,217,0.0,0
442,48,119,2.479,9,2844,3.583,172,59,4123,0.0756,0
35,2,10,5.0,8,163,2.0,8,3,2884,0.625,1
98,5,5,1.0,1,359,1.0,4,4,652,0.0,0
3,0,0,0.0,0,14,0.0,2,2,2459,0.0,0
182,11,32,2.909,9,836,1.545,153,25,3166,0.0,1
41,4,11,2.75,5,326,1.5,5,3,325,0.0,0
71,0,0,0.0,0,400,0.0,7,4,897,0.0,1
411,35,106,3.029,15,2420,2.057,321,63,6408,0.0031,0
46,6,6,1.0,1,275,1.0,10,4,697,0.0,0
181,14,41,2.929,7,872,2.286,42,33,6213,0.0,0
628,40,267,6.675,52,4498,2.475,177,18,2294,0.0,0
146,10,36,3.6,8,779,3.8,35,7,1647,0.2857,0
103,10,39,3.9,17,714,2.0,27,11,928,0.0,0
20,1,1,1.0,1,122,1.0,2,2,81,0.0,0
127,17,42,2.471,8,750,1.882,26,15,1445,0.0,0
26,1,4,4.0,4,211,1.0,2,1,675,0.0,0
133,17,26,1.529,5,722,1.059,37,22,1690,0.0,0
911,58,159,2.741,12,4113,3.931,217,87,5982,0.0829,1
247,13,13,1.0,1,1561,1.0,9,9,287,0.0,0
52,3,11,3.667,9,185,2.333,15,12,4403,0.0,0
128,16,20,1.25,4,1008,1.0,2,2,22,0.0,0
980,98,114,1.163,5,6401,1.092,47,20,1421,0.0,0
64,6,12,2.0,3,511,1.333,11,7,1839,0.0,0
31,0,0,0.0,0,224,0.0,9,4,1550,0.0,0
520,50,106,2.12,9,2564,2.26,74,35,2837,0.0135,0
630,53,221,4.17,25,4291,2.245,4,2,4,0.0,0
101,2,25,12.5,23,530,2.0,14,8,1522,0.0,0
136,16,17,1.062,2,644,2.25,8,3,645,0.0,0
157,18,51,2.833,7,555,0.389,17,12,2827,0.0,0
1063,92,349,3.793,28,11366,3.12,10,8,1800,0.0,0
4420,394,440,1.117,10,28438,1.074,224,106,1355,0.0625,0
268,38,44,1.158,4,1094,1.053,13,8,297,0.0,0
402,65,134,2.062,14,2210,1.477,116,32,3361,0.0345,0
328,26,110,4.231,17,1716,2.269,10,7,2898,0.0,0
98,9,33,3.667,13,804,1.778,37,10,2423,0.0,1
18,3,4,1.333,2,117,2.0,2,1,78,0.5,0
214,10,46,4.6,9,930,5.7,49,11,2300,0.2653,0
44,1,2,2.0,2,141,1.0,4,4,342,0.0,0
672,77,118,1.532,5,4270,1.104,33,16,320,0.0,0
1740,161,184,1.143,10,11354,1.012,90,14,866,0.0222,0
231,21,85,4.048,12,1951,1.762,84,37,4013,0.131,0
170,30,66,2.2,6,1117,2.933,11,7,246,0.0,0
378,49,63,1.286,4,2221,1.143,26,18,1614,0.0,0
59,11,11,1.0,1,352,1.0,4,3,169,0.0,0
338,49,53,1.082,2,1961,1.061,55,33,4044,0.0,0
67,4,14,3.5,5,438,2.75,42,14,4935,0.1667,0
92,7,33,4.714,9,967,2.286,35,14,3049,0.0286,0
216,28,29,1.036,2,1139,1.0,0,0,0,0.0,0
922,121,252,2.083,41,3331,2.694,120,42,3566,0.0,0
78,7,27,3.857,9,826,2.143,39,15,3199,0.0256,1
10,1,1,1.0,1,46,1.0,4,3,1501,0.0,0
278,35,61,1.743,5,1523,2.914,22,7,705,0.0,0
26,1,1,1.0,1,66,1.0,1,1,367,0.0,0
463,51,57,1.118,3,2559,1.118,25,15,1492,0.0,0
53,6,10,1.667,3,329,1.0,5,5,204,0.0,0
1181,62,410,6.613,56,7209,2.419,292,50,3450,0.0,0
341,32,37,1.156,4,1552,1.406,49,30,3268,0.0204,0
1629,70,557,7.957,68,8657,2.243,430,103,5411,0.0,0
36,6,9,1.5,4,201,1.667,5,3,1100,0.0,0
986,72,164,2.278,9,6306,1.056,53,11,852,0.0,0
24,1,1,1.0,1,159,1.0,5,3,808,0.4,0
65,9,9,1.0,1,375,1.0,2,2,118,0.0,1
48,4,12,3.0,4,190,0.75,9,5,2877,0.0,0
147,24,37,1.542,5,774,1.458,17,4,474,0.0,0
192,31,34,1.097,2,1010,1.065,87,45,2360,0.0345,0
274,33,53,1.606,5,1418,1.091,36,16,1475,0.0,0
79,4,8,2.0,3,709,1.75,10,4,1314,0.0,0
138,22,55,2.5,7,734,2.955,27,12,530,0.0,0
4,0,0,0.0,0,14,0.0,1,1,16,0.0,0
1116,85,125,1.471,4,6489,1.153,54,34,2719,0.0,0
548,54,65,1.204,7,3765,1.222,3,2,103,0.0,0
260,0,0,0.0,0,2592,0.0,193,12,2170,0.0415,0
90,12,12,1.0,1,4171,1.0,18,4,105,0.0,0
368,48,62,1.292,4,2168,1.146,20,16,1289,0.0,0
1096,132,146,1.106,5,8904,1.008,34,17,626,0.0,0
13,0,0,0.0,0,37,0.0,0,0,0,0.0,0
515,74,92,1.243,8,2888,1.405,30,21,1762,0.0667,1
1111,62,82,1.323,4,5876,1.468,55,34,2879,0.0,0
23,3,3,1.0,1,127,1.0,1,1,0,0.0,0
40,9,9,1.0,1,122,1.667,4,3,1945,0.0,0
28,0,0,0.0,0,129,0.0,4,2,238,0.0,0
671,56,246,4.393,25,4764,2.232,29,5,247,0.0,0
229,10,43,4.3,9,972,5.8,71,22,2895,0.2676,0
7,0,0,0.0,0,74,0.0,13,5,3248,0.0,0
132,22,34,1.545,6,924,2.364,24,14,1236,0.125,0
1563,154,193,1.253,5,9607,1.026,42,12,1210,0.0,0
418,58,62,1.069,3,2351,1.052,16,8,1609,0.0625,0
300,36,74,2.056,10,1722,2.306,16,7,281,0.125,1
148,15,36,2.4,16,1045,2.0,14,8,1903,0.0,0
246,22,54,2.455,6,1306,2.364,72,20,2489,0.0417,0
45,11,16,1.455,4,183,2.273,4,4,1115,0.0,0
246,22,54,2.455,6,1306,2.364,73,21,2489,0.0411,1
684,69,233,3.377,14,4439,2.768,68,19,1351,0.0147,1
810,65,317,4.877,27,5688,3.323,167,31,1885,0.0,0
67,3,3,1.0,1,269,1.0,6,5,855,0.0,0
23,9,9,1.0,1,100,1.778,0,0,0,0.0,0
25,3,7,2.333,3,135,2.667,5,3,411,0.0,0
44,0,0,0.0,0,152,0.0,27,15,4130,0.037,0
69,6,20,3.333,11,468,1.167,5,2,9,0.0,0
366,50,126,2.52,9,2307,1.82,48,29,1323,0.1042,0
61,4,11,2.75,4,288,2.5,5,2,260,0.0,0
728,96,101,1.052,6,3141,1.0,45,22,1247,0.0222,0
114,15,26,1.733,5,561,1.867,2,1,10,0.0,0
286,58,62,1.069,2,1800,1.207,11,9,204,0.0909,0
197,43,86,2.0,8,1162,1.837,26,5,823,0.0,0
57,10,15,1.5,3,381,1.5,27,14,3195,0.0,0
27,0,0,0.0,0,198,0.0,2,2,238,0.0,0
244,26,43,1.654,4,1182,1.077,19,15,1422,0.0526,0
4032,158,195,1.234,7,12628,1.291,162,55,3222,0.0,0
234,13,37,2.846,5,1186,1.154,1,1,75,0.0,0
133,7,13,1.857,4,634,1.429,8,6,538,0.0,0
1714,228,246,1.079,9,9615,1.193,140,48,2170,0.0,0
180,30,43,1.433,3,1130,1.267,15,13,709,0.0,0
111,5,7,1.4,3,619,1.0,11,4,950,0.0909,0
1068,108,378,3.5,24,7625,2.269,428,96,4115,0.0,0
66,8,11,1.375,2,309,1.0,6,4,2261,0.0,0
110,8,23,2.875,9,761,1.875,34,16,3088,0.0,0
672,59,183,3.102,15,4982,2.119,26,13,484,0.0,0
37,5,12,2.4,5,148,2.4,13,11,2127,0.0769,0
282,21,106,5.048,28,1788,2.143,65,16,583,0.0,0
357,27,31,1.148,5,2095,1.0,29,15,1543,0.0,0
666,56,83,1.482,5,2731,2.464,40,25,709,0.025,0
194,7,11,1.571,5,1415,1.0,3,3,83,0.0,0
91,6,31,5.167,15,962,2.833,49,21,5519,0.0408,1
22,1,5,5.0,5,160,0.0,0,0,0,0.0,0
4493,396,448,1.131,11,28826,1.073,245,114,1564,0.0612,0
279,25,82,3.28,10,1788,3.36,40,13,1850,0.0,0
66,7,8,1.143,2,327,1.143,10,7,1786,0.0,0
48,6,17,2.833,7,294,1.0,1,1,6,0.0,0
1036,85,248,2.918,13,6168,2.294,102,49,3578,0.0,0
205,20,58,2.9,8,982,2.2,99,30,4030,0.0,0
141,19,52,2.737,21,1246,1.632,66,18,4559,0.0,0
12,1,5,5.0,5,115,3.0,4,2,990,0.0,0
347,31,123,3.968,28,2128,2.097,72,19,613,0.0,0
92,23,28,1.217,2,527,1.522,25,7,2210,0.0,0
88,9,9,1.0,1,360,1.0,9,7,3455,0.3333,1
3,0,0,0.0,0,15397,0.0,51,2,67,0.0,0
110,12,15,1.25,2,699,1.25,6,6,579,0.0,0
174,27,59,2.185,17,1352,2.185,42,20,2125,0.0238,0
64,7,21,3.0,8,303,1.857,16,9,2755,0.0,0
285,20,22,1.1,2,1097,1.0,12,9,1381,0.0,0
744,88,131,1.489,5,4783,1.114,87,31,916,0.0,0
125,21,40,1.905,5,747,2.952,76,36,5827,0.0132,0
678,69,238,3.449,21,4413,2.768,72,19,1386,0.0278,0
104,11,13,1.182,3,527,1.636,5,5,193,0.0,0
277,12,70,5.833,16,1460,2.417,65,25,2299,0.0,0
124,22,34,1.545,5,796,1.818,14,9,2234,0.0,0
785,12,53,4.417,13,3429,2.083,79,8,1761,0.0127,0
3,0,0,0.0,0,18928,0.0,75,3,109,0.0,0
1942,76,604,7.947,68,9125,2.329,455,114,6030,0.0,0
241,35,38,1.086,2,1614,1.057,41,10,748,0.0,0
6950,469,540,1.151,11,34254,1.079,392,178,3854,0.0536,0
146,15,21,1.4,3,628,1.0,3,3,554,0.0,0
7,19,31,1.632,5,538,0.421,14,11,3225,0.0714,0
357,74,116,1.568,12,2850,1.5,10,1,590,0.0,0
6,0,0,0.0,0,37,0.0,1,1,27,0.0,0
241,33,77,2.333,11,1537,2.636,31,14,2684,0.0323,0
2878,159,215,1.352,9,18732,1.176,100,47,1465,0.0,0
326,37,40,1.081,3,2371,1.0,42,24,2277,0.0238,0
790,78,85,1.09,3,3471,1.179,43,21,1237,0.1395,0
14,0,0,0.0,0,37,0.0,0,0,0,0.0,0
158,25,28,1.12,2,894,1.36,18,14,487,0.0,0
1694,187,231,1.235,6,9621,1.155,167,71,2435,0.018,0
102,10,28,2.8,11,834,3.6,7,1,258,0.2857,0
750,79,229,2.899,19,5776,2.316,169,34,3127,0.0355,0
1183,96,443,4.615,26,10422,2.344,366,76,3393,0.0055,0
80,3,3,1.0,1,317,1.333,1,1,0,0.0,0
344,45,58,1.289,4,2221,1.2,26,7,1068,0.0,0
49,13,16,1.231,3,398,1.308,12,6,1402,0.0,1
413,34,44,1.294,3,2592,1.0,47,12,2250,0.0213,0
18,5,7,1.4,3,77,2.2,2,2,277,0.0,0
5,1,1,1.0,1,32,3.0,2,2,2293,0.0,0
46,4,13,3.25,5,507,1.75,7,1,9,0.0,0
148,10,25,2.5,11,821,3.5,37,14,2771,0.027,1
589,34,39,1.147,6,1895,0.971,15,10,426,0.0,0
221,10,24,2.4,9,894,1.0,14,12,3588,0.0,0
202,29,58,2.0,6,897,3.276,19,17,1384,0.0,0
431,33,33,1.0,1,1811,1.0,13,10,1693,0.0,0
115,3,27,9.0,14,746,1.333,20,14,3815,0.0,0
1796,116,438,3.776,32,8942,3.009,448,144,5180,0.0446,0
39,4,4,1.0,1,195,0.5,10,8,874,0.0,0
328,26,78,3.0,13,1419,0.731,15,5,796,0.0,0
732,89,256,2.876,14,3885,1.91,5,3,120,0.0,0
348,9,36,4.0,12,1069,2.667,69,28,5736,0.0145,0
696,90,116,1.289,6,4512,1.122,88,39,2597,0.0114,0
978,43,287,6.674,68,6104,1.163,78,2,288,0.0,0
1559,110,345,3.136,28,6652,2.245,450,112,6516,0.0022,0
252,26,62,2.385,10,1562,1.885,20,9,1183,0.0,0
593,76,208,2.737,26,3879,2.013,154,17,2377,0.0065,0
327,12,12,1.0,1,1682,1.0,0,0,0,0.0,0
152,0,0,0.0,0,1584,0.0,116,7,1038,0.0259,0
493,84,184,2.19,6,3112,2.881,18,7,529,0.0,0
190,15,21,1.4,3,1098,1.333,16,7,553,0.0,0
79,5,34,6.8,18,591,4.4,1,1,20,0.0,0
564,60,158,2.633,11,3531,1.617,71,9,1728,0.0,0
915,70,84,1.2,5,3282,1.1,132,52,3750,0.0,0
53,5,5,1.0,1,238,2.0,3,3,244,0.3333,0
587,73,183,2.507,9,3790,2.644,29,5,285,0.0,0
76,0,0,0.0,0,241,0.0,27,20,3898,0.2963,1
1151,98,109,1.112,3,4293,1.143,63,36,3184,0.127,1
128,12,23,1.917,5,806,1.5,15,9,2164,0.0,0
1013,45,369,8.2,43,6806,2.333,211,65,3078,0.0095,0
152,17,46,2.706,11,804,1.529,59,29,6023,0.0508,0
140,6,6,1.0,1,408,1.0,2,2,968,0.0,0
12,0,0,0.0,0,90,0.0,5,4,532,0.0,0
187,17,47,2.765,10,1115,2.294,40,4,474,0.0,0
429,12,21,1.75,9,4896,1.417,19,4,236,0.0,0
189,8,67,8.375,23,1063,3.0,95,13,1891,0.0105,1
485,20,59,2.95,10,2392,1.05,16,4,140,0.0,0
17,1,1,1.0,1,91,5.0,2,2,257,0.0,0
229,21,84,4.0,12,1946,1.762,82,37,3835,0.1341,0
63,4,37,9.25,17,542,2.0,21,4,688,0.1905,0
292,9,118,13.111,51,2028,3.444,43,13,1755,0.0,0
168,41,41,1.0,1,1027,1.0,4,3,654,0.0,0
169,6,49,8.167,27,1025,2.0,67,8,2132,0.0149,1
173,11,12,1.091,2,1127,1.091,7,1,15,0.0,0
26,0,0,0.0,0,68,0.0,3,3,642,0.0,0
195,25,32,1.28,3,1390,1.2,2,2,108,0.0,0
42,2,10,5.0,9,176,2.5,12,7,1997,0.0,0
1014,122,136,1.115,5,8542,1.016,23,11,347,0.0,0
1850,174,206,1.184,10,11970,1.046,97,14,907,0.0412,1
1297,125,458,3.664,25,8678,2.272,514,129,5246,0.0,0
266,39,41,1.051,3,1550,1.0,32,10,1645,0.0625,0
275,13,86,6.615,15,1626,2.769,169,40,4114,0.0296,0
41,8,8,1.0,1,139,1.5,1,1,34,0.0,0
54,10,10,1.0,1,329,1.0,1,1,289,0.0,0
58,12,25,2.083,8,626,2.0,26,17,3734,0.0,0
376,37,38,1.027,2,1494,1.0,17,13,1421,0.0,0
5,0,0,0.0,0,19,0.0,1,1,153,0.0,0
53,1,7,7.0,7,330,2.0,4,2,356,0.0,0
138,19,24,1.263,2,832,1.0,32,14,2390,0.0312,0
1280,132,152,1.152,5,7945,1.189,83,15,2171,0.012,0
205,33,44,1.333,2,1028,1.0,32,20,1641,0.2188,0
155,27,54,2.0,15,1206,2.111,29,11,1751,0.0,1
5,0,0,0.0,0,81,0.0,2,1,355,0.0,0
43,6,7,1.167,2,279,2.0,1,1,0,0.0,0
266,16,16,1.0,1,921,1.0,23,16,3713,0.0,0
99,0,0,0.0,0,362,0.0,13,8,2508,0.0,0
308,37,121,3.27,18,2308,2.0,13,7,516,0.0,0
517,49,181,3.694,19,3374,3.204,37,8,239,0.0,0
75,8,20,2.5,6,398,2.375,10,4,358,0.1,1
94,14,24,1.714,3,390,1.571,40,17,2772,0.0,0
294,32,42,1.312,3,1240,1.469,25,10,298,0.0,0
81,4,20,5.0,11,474,1.75,29,12,4934,0.0,0
25,0,0,0.0,0,190,0.0,3,3,1310,0.0,0
30,3,5,1.667,3,216,2.333,4,2,450,0.0,0
690,62,263,4.242,20,4737,3.032,110,13,1185,0.0,0
101,1,3,3.0,3,1680,0.0,105,31,4729,0.0095,0
100,9,26,2.889,7,838,2.556,35,12,1324,0.0571,0
29,0,0,0.0,0,260,0.0,4,1,779,0.0,0
718,62,205,3.306,11,4500,2.613,139,24,2513,0.0647,0
257,25,73,2.92,17,1536,1.96,154,54,6056,0.0325,0
92,9,9,1.0,1,774,1.0,1,1,160,0.0,0
302,44,54,1.227,3,1531,1.114,54,22,2640,0.0,0
152,6,55,9.167,31,1208,2.0,56,21,3423,0.0536,0
127,1,3,3.0,3,1834,0.0,115,34,5065,0.0261,0
738,102,115,1.127,3,4357,1.0,78,49,3038,0.141,1
746,74,210,2.838,11,4742,2.595,159,32,2625,0.0629,0
238,36,53,1.472,3,1315,1.222,39,26,3675,0.0256,0
334,42,45,1.071,2,2408,1.0,3,3,196,0.0,1
140,6,10,1.667,3,642,2.5,56,31,4200,0.0179,0
291,29,29,1.0,1,1569,1.0,16,7,434,0.0,0
6,0,0,0.0,0,40,0.0,0,0,0,0.0,0
48,11,11,1.0,1,281,1.0,1,1,10,0.0,0
176,27,30,1.111,3,984,1.111,50,21,1384,0.02,0
16,1,6,6.0,6,88,3.0,4,3,1013,0.0,0
83,11,23,2.091,4,484,1.364,16,8,557,0.0,0
87,13,16,1.231,3,442,0.923,6,3,448,0.0,0
45,5,22,4.4,8,316,1.4,2,1,567,0.0,0
201,10,45,4.5,9,839,4.7,38,8,1674,0.2895,0
59,13,25,1.923,10,418,1.692,21,6,2053,0.0952,1
1776,112,594,5.304,39,12176,2.473,550,123,5711,0.0073,0
234,14,39,2.786,15,993,3.357,57,24,4557,0.0351,0
27,4,9,2.25,5,132,1.0,0,0,0,0.0,0
48,6,7,1.167,2,220,1.0,3,3,1137,0.0,0
323,34,54,1.588,7,1598,1.0,36,18,3292,0.0278,0
12,0,0,0.0,0,43,0.0,1,1,725,0.0,0
153,31,32,1.032,2,1055,1.032,18,4,559,0.6667,1
409,41,157,3.829,15,2600,1.512,105,21,2820,0.0,0
7,1,1,1.0,1,58,2.0,2,2,9,0.0,0
120,6,32,5.333,13,734,2.0,56,20,2575,0.0,0
79,12,39,3.25,10,823,2.333,13,2,360,0.0,0
222,30,55,1.833,6,945,2.567,26,14,635,0.0385,0
377,37,38,1.027,2,1500,1.0,15,11,1295,0.0,0
26,0,0,0.0,0,197,0.0,1,1,573,0.0,0
134,1,33,33.0,33,658,3.0,15,4,448,0.0,0
102,17,25,1.471,4,741,3.059,13,6,1502,0.0,0
290,33,33,1.0,1,1327,1.061,35,12,1636,0.0286,1
56,11,11,1.0,1,344,1.0,4,4,401,0.0,0
240,32,41,1.281,4,1500,1.719,17,7,533,0.2941,0
714,64,278,4.344,22,4983,3.078,143,26,1693,0.0,0
336,23,38,1.652,4,1951,1.0,33,12,3972,0.0,0
10,0,0,0.0,0,19,0.0,2,2,2452,0.0,0
177,13,50,3.846,15,1084,3.154,2,2,51,0.0,0
244,12,54,4.5,16,1346,2.583,60,24,4617,0.0,0
35,4,4,1.0,1,137,1.0,1,1,249,0.0,0
9,1,1,1.0,1,56,1.0,4,4,1574,0.0,0
509,63,156,2.476,14,3313,1.603,149,36,3791,0.0067,0
108,8,9,1.125,2,686,1.125,4,1,12,0.0,0
285,29,53,1.828,5,1436,1.138,0,0,0,0.0,0
255,25,57,2.28,5,1319,2.56,100,34,3046,0.09,0
205,9,30,3.333,11,933,3.556,82,39,5829,0.0366,0
129,16,20,1.25,4,1006,1.0,5,4,107,0.0,0
184,10,63,6.3,20,1452,1.5,125,24,2872,0.0,0
149,19,36,1.895,6,555,1.211,16,9,1845,0.0625,1
72,12,22,1.833,4,522,3.5,21,13,6195,0.0,0
333,39,91,2.333,9,1734,2.795,118,50,3971,0.0169,1
182,10,17,1.7,4,1063,1.0,1,1,74,0.0,0
291,42,77,1.833,7,1900,2.167,48,20,1471,0.0417,0
520,28,48,1.714,8,1911,1.036,76,34,3381,0.0,0
139,10,12,1.2,3,603,1.0,7,6,1276,0.0,0
127,0,0,0.0,0,1409,0.0,86,5,651,0.0233,1
351,26,105,4.038,15,1891,3.5,96,37,5342,0.0,0
553,53,56,1.057,2,4138,1.038,22,13,242,0.0,0
57,4,19,4.75,9,452,2.25,8,3,1683,0.0,0
321,47,118,2.511,14,1894,1.596,4,1,66,0.0,0
34,6,9,1.5,4,198,1.667,12,9,2566,0.0,0
1891,133,213,1.602,10,10711,1.271,147,38,1819,0.0,0
67,5,19,3.8,9,517,2.0,15,9,3032,0.2,1
539,76,176,2.316,11,3049,2.079,102,13,2110,0.0392,0
999,95,127,1.337,6,3289,1.021,36,15,1228,0.0,0
114,19,29,1.526,3,728,1.474,22,16,1765,0.0,0
108,3,12,4.0,5,779,1.667,19,8,1806,0.0,0
344,54,69,1.278,5,1712,1.185,21,17,3447,0.0,0
217,17,36,2.118,11,1203,1.059,46,21,1840,0.0,0
169,33,65,1.97,6,1345,1.485,20,4,910,0.0,0
267,27,53,1.963,6,1176,2.111,121,49,5396,0.1983,1
519,50,104,2.08,7,2552,2.26,71,33,2733,0.0141,0
178,26,81,3.115,12,804,1.769,26,13,2064,0.0,0
631,31,253,8.161,81,4284,3.452,8,6,67,0.0,0
424,35,89,2.543,10,2376,1.8,223,50,4707,0.0045,0
423,45,135,3.0,12,2561,1.467,99,33,5446,0.0,0
70,7,21,3.0,6,649,2.571,30,11,2741,0.1,0
1502,103,114,1.107,3,8382,1.029,162,62,2250,0.0185,0
77,10,22,2.2,6,367,1.5,32,18,3511,0.0625,0
93,14,21,1.5,3,616,1.143,1,1,6,0.0,0
232,26,67,2.577,23,1592,1.654,11,5,756,0.0,0
18,0,0,0.0,0,74,0.0,10,6,2960,0.0,1
21,2,2,1.0,1,315,1.0,2,1,13,0.0,0
372,28,89,3.179,23,2631,2.107,21,6,1151,0.0,0
47,0,0,0.0,0,317,0.0,5,4,103,0.0,0
683,62,201,3.242,18,4199,2.032,178,61,4456,0.0056,0
1033,79,350,4.43,27,9184,2.443,192,19,1788,0.0104,0
3,0,0,0.0,0,70,0.0,9,3,1183,0.0,0
4533,380,420,1.105,10,29222,1.066,176,87,1035,0.0625,0
18,2,3,1.5,2,95,2.5,8,6,2494,0.0,0
146,15,55,3.667,13,1237,1.733,82,32,4232,0.061,0
134,7,10,1.429,2,360,1.0,82,34,3008,0.0122,0
444,33,49,1.485,4,2347,1.152,34,22,873,0.0,0
29,5,5,1.0,1,119,1.0,0,0,0,0.0,0
2115,250,277,1.108,9,10882,1.196,179,62,3838,0.0,0
197,34,35,1.029,2,1275,1.029,1,1,80,0.0,1
1180,90,408,4.533,21,10537,2.4,241,34,2199,0.0083,0
28,2,5,2.5,3,143,2.5,29,15,1774,0.0,0
450,71,78,1.099,3,2997,1.38,59,10,665,0.0,0
123,7,10,1.429,2,653,1.0,0,0,0,0.0,0
417,34,34,1.0,1,1787,1.0,80,20,1585,0.05,0
37,6,9,1.5,2,300,2.667,5,4,224,0.0,0
244,46,47,1.022,2,1610,1.043,34,14,1752,0.0,0
519,24,113,4.708,19,4967,2.083,207,59,4084,0.0145,0
3,0,0,0.0,0,16429,0.0,60,2,76,0.0,0
1791,249,272,1.092,9,10002,1.185,135,48,2161,0.0,0
3,0,0,0.0,0,6,0.0,1,1,2108,0.0,0
139,8,39,4.875,8,968,5.875,29,5,1098,0.0,0
322,42,45,1.071,3,2407,1.048,8,2,360,0.0,0
129,17,39,2.294,7,607,1.647,10,1,45,0.0,0
367,27,66,2.444,5,1487,2.556,163,68,6055,0.1227,0
1261,85,141,1.659,7,10126,1.424,5,4,153,0.0,0
760,39,270,6.923,26,5289,2.256,120,35,1864,0.0167,0
26,2,10,5.0,8,163,2.5,24,13,4023,0.0417,0
193,25,51,2.04,7,946,1.48,13,4,151,0.0,0
106,19,36,1.895,5,957,3.158,13,3,1761,0.0,0
3,0,0,0.0,0,10,0.0,0,0,0,0.0,0
908,133,306,2.301,18,4772,2.414,182,16,2093,0.0055,0
294,75,126,1.68,6,2972,2.427,62,32,1831,0.0161,0
422,65,66,1.015,2,2188,0.954,5,3,13,0.0,0
308,18,21,1.167,2,1751,1.0,28,21,1318,0.0,0
1203,64,425,6.641,65,7186,2.281,332,62,3916,0.0,0
393,31,32,1.032,2,2347,1.0,33,18,3074,0.0,0
27,3,4,1.333,2,149,1.0,4,3,258,0.0,0
295,26,28,1.077,2,1909,1.038,25,11,1517,0.04,0
346,24,28,1.167,5,1958,1.0,19,11,948,0.0,0
2351,155,192,1.239,7,12535,1.297,156,53,3114,0.0,0
275,19,38,2.0,7,1569,0.842,18,9,1619,0.0,1
1486,153,182,1.19,5,8421,1.17,58,24,388,0.0172,0
28,2,2,1.0,1,93,1.0,9,4,2917,0.0,0
206,35,36,1.029,2,1329,1.029,2,1,81,0.5,1
70,0,0,0.0,0,114,0.0,4,3,2603,0.0,0
149,8,13,1.625,3,386,1.0,90,38,3554,0.0111,0
124,19,35,1.842,4,776,3.158,28,11,969,0.0714,1
514,29,145,5.0,24,3277,1.31,28,1,44,0.0,0
327,32,76,2.375,12,2218,1.719,15,7,560,0.0,0
387,41,137,3.341,41,3815,3.098,25,6,1519,0.0,0
810,65,317,4.877,27,5688,3.323,165,31,1867,0.0,0
109,21,31,1.476,3,690,1.0,16,11,1726,0.0,0
309,26,37,1.423,3,1792,1.0,8,5,257,0.0,0
50,1,10,10.0,10,663,0.0,7,6,195,0.0,0
113,14,40,2.857,15,928,2.643,31,12,2136,0.0,0
367,48,62,1.292,4,2202,1.146,17,15,1021,0.0,0
834,56,95,1.696,5,6030,1.143,16,12,196,0.0,0
830,96,246,2.562,9,4000,2.833,239,88,5217,0.0042,0
724,80,212,2.65,13,5448,2.35,236,61,4384,0.0297,1
5,0,0,0.0,0,16,0.0,2,2,234,0.0,0
988,67,176,2.627,10,4402,3.746,224,90,6211,0.0893,1
802,65,313,4.815,27,5653,3.323,172,33,1922,0.0,0
1448,105,407,3.876,35,8625,3.029,379,109,3588,0.0475,0
31,0,0,0.0,0,60,0.0,13,2,32,0.0769,0
529,82,90,1.098,3,2585,1.476,36,15,2033,0.0,0
619,80,188,2.35,14,3251,1.625,181,60,5629,0.0276,0
34,5,8,1.6,4,298,2.6,12,9,3101,0.0,0
227,44,46,1.045,2,1154,1.091,7,6,163,0.0,0
98,10,10,1.0,1,514,1.0,4,4,440,0.0,0
206,3,52,17.333,49,1037,2.333,33,8,1497,0.0,0
55,3,31,10.333,13,475,2.0,2,1,40,0.0,0
