loc,func_cnt,ccn,avg_ccn,max_ccn,token_count,avg_params,file_commits,unique_authors,file_age_days,security_touch_ratio,is_vuln
67,7,8,1.143,2,428,1.0,9,4,2080,0.0,0
842,64,334,5.219,79,5432,3.484,93,39,1700,0.0,0
76,11,15,1.364,5,658,1.0,3,3,280,0.0,0
375,63,155,2.46,12,2734,2.524,26,3,322,0.0,0
579,26,117,4.5,16,5004,2.038,176,44,3485,0.0114,0
1568,83,471,5.675,94,7029,3.699,158,62,3241,0.0,0
1277,98,441,4.5,21,10916,2.388,265,45,2398,0.0075,0
52,10,17,1.7,4,238,1.2,3,3,249,0.0,0
15,3,3,1.0,1,72,1.0,2,2,1029,0.0,0
69,4,38,9.5,17,562,2.0,27,4,829,0.1481,0
128,15,27,1.8,3,666,1.0,2,2,233,0.0,0
473,101,169,1.673,9,4161,1.901,111,17,2273,0.0,0
607,85,103,1.212,4,4290,1.106,8,5,176,0.0,0
141,7,12,1.714,4,695,1.0,2,1,11,0.0,0
251,35,72,2.057,8,1413,2.514,70,24,2168,0.0143,0
95,16,26,1.625,6,934,2.375,3,3,621,0.3333,0
1015,42,328,7.81,31,5239,1.833,172,60,2912,0.0,0
37,4,10,2.5,4,229,1.75,4,1,271,0.0,0
922,135,311,2.304,18,4830,2.43,199,20,2289,0.0101,0
295,44,95,2.159,13,2319,2.205,56,21,2468,0.0,0
648,76,80,1.053,3,3504,1.066,48,28,2942,0.5208,1
3,0,0,0.0,0,579,0.0,6,3,383,0.0,0
80,3,13,4.333,7,532,2.333,15,11,2563,0.0,0
293,8,56,7.0,15,1390,1.75,149,28,3218,0.0201,0
143,21,43,2.048,4,813,3.429,16,14,1578,0.0,0
221,30,36,1.2,3,1318,0.7,9,3,13,0.0,0
21,1,3,3.0,3,98,1.0,4,3,625,0.0,0
631,54,69,1.278,5,2728,1.648,56,15,1018,0.0714,0
62,3,3,1.0,1,304,1.0,7,7,1421,0.0,0
141,15,26,1.733,7,709,2.267,39,21,6296,0.0,0
172,16,16,1.0,1,924,1.0,21,13,1566,0.0,0
77,7,7,1.0,1,460,1.286,10,8,2130,0.0,1
1954,190,235,1.237,5,12449,1.021,57,16,1398,0.0351,0
1358,76,110,1.447,4,13431,1.25,1,1,0,0.0,0
19,1,2,2.0,2,141,2.0,6,3,2254,0.0,0
1155,58,61,1.052,2,3567,1.069,26,15,1207,0.0,0
68,0,0,0.0,0,109,0.0,2,2,1023,0.0,0
495,54,163,3.019,12,2694,2.722,93,35,1919,0.0108,0
3,0,0,0.0,0,314,0.0,5,3,197,0.0,0
60,7,8,1.143,2,357,1.857,7,4,520,0.0,0
886,72,79,1.097,3,5370,0.986,71,47,2469,0.0141,1
1054,41,79,1.927,19,11781,1.244,146,13,1780,0.0,0
110,11,24,2.182,5,1168,2.636,3,3,1370,0.0,0
395,35,39,1.114,3,2227,1.0,84,37,3581,0.0357,0
8,1,1,1.0,1,126,1.0,1,1,126,0.0,0
348,38,45,1.184,3,1565,1.158,40,19,1112,0.05,0
129,1,3,3.0,3,1874,0.0,128,38,5653,0.0312,0
276,40,95,2.375,14,2250,2.225,86,34,3086,0.0,0
1320,67,464,6.925,67,7520,2.224,387,84,4686,0.0,0
90,4,8,2.0,3,673,1.25,23,10,2035,0.0,0
126,13,13,1.0,1,3934,1.0,23,3,77,0.0,0
168,13,34,2.615,8,700,1.462,124,17,2609,0.0,0
1727,110,570,5.182,32,11874,2.5,521,120,5323,0.0077,0
495,28,138,4.929,24,3137,1.25,22,1,26,0.0,0
55,4,12,3.0,8,365,1.0,22,4,1080,0.0,0
4,0,0,0.0,0,83,0.0,2,1,1150,0.0,0
18,2,5,2.5,3,190,2.0,1,1,2,1.0,1
78,0,0,0.0,0,602,0.0,5,3,238,0.0,0
24,2,8,4.0,6,280,2.5,10,4,995,0.0,0
61,7,7,1.0,1,275,1.0,6,5,709,0.0,0
807,72,103,1.431,5,3226,2.444,101,57,2457,0.0396,0
1130,72,298,4.139,32,6876,3.0,190,31,1765,0.0526,0
169,23,50,2.174,18,1092,1.348,3,3,83,0.0,0
84,12,25,2.083,6,452,1.667,22,13,2943,0.0455,0
3,0,0,0.0,0,20,0.0,3,3,690,0.0,0
20,0,0,0.0,0,123,0.0,5,5,806,0.0,0
192,30,31,1.033,2,866,1.167,3,2,72,0.0,0
5,0,0,0.0,0,18,0.0,3,3,249,0.0,0
19,1,2,2.0,2,69,1.0,4,4,285,0.0,0
92,7,11,1.571,2,390,1.429,7,7,2850,0.0,0
1130,72,298,4.139,32,6875,3.0,189,30,1765,0.0529,0
181,16,56,3.5,21,1421,1.688,68,35,4160,0.6029,1
226,4,35,8.75,15,797,2.0,21,17,4307,0.0,0
1669,129,191,1.481,5,7538,1.101,157,74,4485,0.0191,0
278,6,32,5.333,10,1191,3.0,63,26,7139,0.0,0
147,16,48,3.0,7,522,0.312,19,13,2827,0.0,0
274,17,78,4.588,13,1817,2.412,20,5,45,0.05,1
754,66,66,1.0,1,6740,1.03,60,11,1672,0.0167,0
24,3,7,2.333,4,122,1.333,1,1,166,0.0,0
409,40,47,1.175,4,1962,1.175,52,21,1421,0.0192,0
69,4,18,4.5,9,482,2.25,11,4,1788,0.0,0
345,35,136,3.886,14,2267,1.6,66,15,2378,0.0,0
61,3,12,4.0,9,263,2.333,19,15,2547,0.0,0
24,0,0,0.0,0,95,0.0,12,3,827,0.25,1
63,11,14,1.273,3,397,1.273,5,2,97,0.0,0
778,84,267,3.179,16,5873,2.619,117,11,1425,0.0,0
1047,92,103,1.12,3,3919,1.152,56,29,2553,0.1429,0
11,2,3,1.5,2,50,2.5,2,1,0,0.0,0
112,22,47,2.136,5,650,1.5,31,18,1584,0.0,0
150,19,31,1.632,5,777,1.737,101,31,4430,0.0,0
76,6,9,1.5,3,412,1.167,44,17,4915,0.0,0
31,3,7,2.333,4,148,1.333,6,3,2313,0.3333,1
81,12,19,1.583,4,583,1.833,40,14,2830,0.0,0
48,6,16,2.667,7,340,2.333,31,13,3175,0.2581,1
358,33,122,3.697,34,2287,1.879,36,5,450,0.0,0
1355,128,490,3.828,27,8930,2.203,531,140,5616,0.0,0
208,16,76,4.75,13,1650,1.5,118,54,6648,0.1186,1
90,15,23,1.533,3,762,2.6,16,8,1575,0.125,1
375,32,95,2.969,13,2202,2.312,172,70,5340,0.0581,1
19,0,0,0.0,0,67,0.0,3,2,204,0.0,0
8,0,0,0.0,0,86,0.0,4,3,1725,0.0,0
324,25,87,3.48,12,2182,2.44,38,7,468,0.1053,1
72,12,13,1.083,2,363,1.833,6,3,1395,0.0,0
16,2,2,1.0,1,188,1.0,4,2,121,0.0,0
120,10,10,1.0,1,516,1.0,1,1,37,0.0,0
338,59,118,2.0,6,1895,1.966,67,8,1593,0.0448,0
149,16,45,2.812,13,1560,2.438,42,11,1718,0.0,0
104,10,16,1.6,3,351,2.5,5,5,2691,0.0,0
247,22,67,3.045,8,1341,2.182,89,39,5760,0.0,0
220,25,25,1.0,1,1158,1.04,15,4,719,0.0,0
7,1,1,1.0,1,52,3.0,1,1,180,0.0,0
1479,224,248,1.107,9,8940,1.214,59,21,602,0.0,0
101,14,18,1.286,3,698,1.0,7,3,664,0.0,0
224,21,63,3.0,16,1192,1.286,54,25,2333,0.0,0
348,28,39,1.393,3,1889,1.0,19,14,1018,0.0,0
1566,149,161,1.081,3,10389,1.013,79,11,748,0.0253,0
182,8,65,8.125,20,1021,2.875,76,8,1046,0.0132,0
652,45,266,5.911,56,4820,2.733,200,23,2600,0.0,0
5,0,0,0.0,0,37,0.0,26,8,2741,0.0,0
298,23,84,3.652,13,2037,2.304,99,22,2059,0.0909,0
821,54,79,1.463,10,4050,1.093,59,21,775,0.0169,0
501,64,158,2.469,15,3161,1.609,184,50,5278,0.0054,0
25,0,0,0.0,0,119,0.0,5,4,505,0.0,0
301,64,67,1.047,2,1195,1.219,41,28,3734,0.0,0
112,17,32,1.882,4,688,2.529,1,1,0,0.0,0
135,16,40,2.5,7,870,2.0,24,8,846,0.0833,0
33,2,8,4.0,7,150,2.5,17,4,869,0.0,0
697,45,280,6.222,62,5023,2.778,235,28,2818,0.0,0
274,25,85,3.4,12,1875,1.72,90,39,4312,0.6778,1
30,3,5,1.667,3,170,2.333,4,2,467,0.0,0
247,0,0,0.0,0,754,0.0,26,12,1414,0.0385,0
29,0,0,0.0,0,295,0.0,11,6,1869,0.0,0
473,43,50,1.163,2,2402,1.698,59,35,1421,0.0169,0
111,16,42,2.625,12,733,1.875,95,25,3937,0.0105,0
8,0,0,0.0,0,56,0.0,11,4,2907,0.0,0
188,33,76,2.303,7,1145,3.121,28,18,775,0.0,0
162,14,41,2.929,10,811,1.857,88,12,1976,0.0,0
32,6,7,1.167,2,192,1.5,1,1,0,0.0,0
82,14,16,1.143,3,467,1.071,6,3,799,0.1667,0
403,85,131,1.541,11,2958,1.518,59,13,2816,0.0,0
27,2,2,1.0,1,118,1.0,12,4,759,0.0,0
188,28,49,1.75,5,1088,2.571,4,2,308,0.0,0
15,3,3,1.0,1,125,1.0,11,6,1744,0.0,0
480,57,134,2.351,8,3014,1.596,31,5,576,0.0,0
196,24,66,2.75,6,1231,2.333,34,3,724,0.0,0
1225,123,167,1.358,8,6837,1.0,81,41,2150,0.0123,0
29,6,8,1.333,2,225,1.5,5,4,2094,0.0,0
175,33,48,1.455,4,678,0.939,23,16,4694,0.0435,0
851,83,242,2.916,13,5377,2.506,207,46,3186,0.0531,0
40,0,0,0.0,0,224,0.0,17,11,1806,0.2353,1
75,6,9,1.5,3,420,1.167,24,9,2699,0.0,0
20,0,0,0.0,0,173,0.0,10,6,1694,0.0,1
11,1,2,2.0,2,49,3.0,2,1,122,0.0,0
239,7,34,4.857,12,1369,1.429,50,19,5727,0.0,0
103,16,20,1.25,4,643,1.812,13,10,2609,0.0,0
23,0,0,0.0,0,57,0.0,2,2,273,0.0,0
954,115,129,1.122,5,8123,1.017,3,2,22,0.0,0
106,8,18,2.25,7,746,1.0,22,8,2097,0.0,0
243,25,63,2.52,10,1386,3.28,46,27,2951,0.0,0
385,53,62,1.17,3,2203,0.981,58,13,2190,0.0345,0
1493,124,148,1.194,3,5429,1.153,80,41,3897,0.1375,0
193,29,69,2.379,6,1061,2.931,25,13,735,0.0,0
161,13,33,2.538,9,731,1.923,28,13,1700,0.0,0
24,0,0,0.0,0,132,0.0,1,1,368,0.0,0
229,11,89,8.091,36,1822,2.364,69,19,1060,0.0,0
112,5,31,6.2,17,673,1.8,22,11,1659,0.0,0
131,13,22,1.692,3,639,1.0,14,4,366,0.2143,0
5,0,0,0.0,0,15,0.0,4,3,1134,0.0,0
106,17,20,1.176,3,578,1.0,1,1,153,0.0,0
133,19,36,1.895,3,656,1.895,2,2,421,0.0,0
94,9,9,1.0,1,446,1.0,11,8,682,0.0,0
457,48,102,2.125,11,2688,1.75,58,25,4130,0.0,0
26,7,10,1.429,3,178,1.714,2,2,630,0.0,0
1632,162,215,1.327,8,8287,1.0,130,51,2974,0.0077,0
44,0,0,0.0,0,152,0.0,25,13,3300,0.04,0
344,9,62,6.889,19,1778,2.222,210,36,3800,0.0238,0
7,0,0,0.0,0,40,0.0,5,4,1357,0.0,0
19,1,3,3.0,3,118,4.0,9,4,1530,0.0,0
16,2,4,2.0,2,64,3.5,5,4,1956,0.0,1
49,5,12,2.4,5,320,2.6,0,0,0,0.0,0
207,10,41,4.1,9,888,5.7,58,14,2574,0.3103,1
166,31,34,1.097,2,1215,1.065,23,16,828,0.0,0
245,0,0,0.0,0,2500,0.0,188,11,2126,0.0372,1
70,8,8,1.0,1,403,1.0,2,2,211,0.0,0
314,38,46,1.211,4,1510,1.368,48,25,2767,0.0,0
657,102,235,2.304,16,3411,1.98,12,3,117,0.0,0
1478,114,424,3.719,32,8772,3.0,409,123,4153,0.0465,1
728,78,113,1.449,4,4318,1.154,65,36,1308,0.0154,0
54,4,10,2.5,4,225,1.5,7,4,2313,0.4286,1
162,11,37,3.364,8,969,2.091,106,20,2976,0.0189,0
191,30,68,2.267,6,1048,2.9,20,12,678,0.0,0
79,10,16,1.6,7,420,2.1,2,2,407,0.0,0
163,22,24,1.091,2,602,1.0,11,9,1834,0.0,0
7,0,0,0.0,0,26,0.0,0,0,0,0.0,0
280,14,20,1.429,4,1296,1.214,22,15,615,0.0,0
125,22,46,2.091,5,1197,3.136,36,21,3693,0.0,0
310,40,93,2.325,14,2141,2.225,114,52,4930,0.0088,0
395,52,56,1.077,2,2691,1.0,22,16,637,0.0455,1
15,2,2,1.0,1,59,1.0,0,0,0,0.0,0
254,15,72,4.8,11,1141,1.2,6,1,40,0.0,0
5,0,0,0.0,0,16,0.0,0,0,0,0.0,0
29,2,2,1.0,1,112,1.0,4,4,335,0.0,0
26,0,0,0.0,0,80,0.0,1,1,71,0.0,0
781,39,285,7.308,30,5428,2.256,135,37,2061,0.0148,0
283,26,90,3.462,12,1905,3.423,67,22,2641,0.0,0
145,20,20,1.0,1,1049,1.0,16,8,526,0.0,0
711,78,214,2.744,10,4559,2.372,76,12,1983,0.0921,0
1131,43,84,1.953,19,11879,1.233,194,19,2372,0.0,0
52,5,7,1.4,2,221,1.0,15,9,914,0.0,0
149,17,18,1.059,2,870,1.0,9,5,261,0.0,1
131,19,37,1.947,6,800,3.211,31,13,1499,0.0968,1
153,16,32,2.0,8,773,1.438,20,1,125,0.0,0
34,5,11,2.2,5,253,1.8,15,7,1795,0.0,0
368,21,31,1.476,4,2567,1.667,8,3,116,0.0,1
7,1,1,1.0,1,72,1.0,1,1,641,0.0,0
34,3,4,1.333,2,221,1.0,8,5,1421,0.0,0
6,0,0,0.0,0,53,0.0,0,0,0,0.0,0
63,3,7,2.333,3,420,2.0,4,4,479,0.0,0
128,11,39,3.545,8,592,2.0,11,1,292,0.0,0
241,32,53,1.656,5,1216,1.562,8,1,8,0.0,0
603,64,89,1.391,6,3858,1.531,39,23,946,0.0,0
206,3,51,17.0,48,1019,2.333,41,13,1718,0.0,0
608,64,71,1.109,3,3315,1.047,74,41,2711,0.0,0
59,0,0,0.0,0,330,0.0,116,29,5688,0.0,0
15,0,0,0.0,0,46,0.0,4,4,1140,0.0,0
5,0,0,0.0,0,26,0.0,3,3,950,0.0,0
408,51,128,2.51,9,2240,2.745,46,20,918,0.0217,0
446,70,77,1.1,3,2978,1.386,62,11,763,0.0,0
77,6,8,1.333,2,477,1.333,5,1,1071,0.0,0
790,83,283,3.41,23,4914,2.687,121,35,1932,0.0248,0
122,6,18,3.0,12,1246,1.5,3,2,40,0.0,0
1716,191,238,1.246,6,9741,1.152,179,75,2654,0.0279,0
27,0,0,0.0,0,123,0.0,11,8,666,0.0,0
179,20,46,2.3,7,911,1.05,51,23,2143,0.0,0
107,12,13,1.083,2,802,1.167,3,2,255,0.0,1
773,87,100,1.149,7,4147,1.195,16,8,358,0.0625,1
97,21,27,1.286,3,467,1.429,29,17,3058,0.0,0
595,58,161,2.776,10,2676,2.569,113,46,4041,0.0088,0
373,41,48,1.171,3,1652,1.146,44,21,1149,0.0455,1
84,0,0,0.0,0,400,0.0,5,4,479,0.0,0
1,0,0,0.0,0,5,0.0,46,16,3369,0.0,0
248,26,45,1.731,5,744,1.0,106,38,3758,0.0,0
420,37,123,3.324,11,2137,2.324,192,69,5913,0.0365,0
354,33,33,1.0,1,1603,1.0,68,16,1248,0.0588,0
514,50,80,1.6,4,3279,1.26,25,17,369,0.0,0
1082,42,81,1.929,19,12138,1.238,156,16,1930,0.0,0
2887,159,215,1.352,9,18756,1.176,104,49,1511,0.0,0
77,10,10,1.0,1,398,0.9,11,8,2193,0.0,0
1658,110,131,1.191,4,8935,1.027,183,70,3201,0.0164,0
320,35,70,2.0,7,1582,3.057,42,24,1802,0.0,0
19,1,1,1.0,1,171,1.0,9,5,1396,0.0,0
503,28,143,5.107,26,3212,1.321,27,1,44,0.0,0
2075,140,174,1.243,7,11859,1.314,143,49,2834,0.0,0
128,4,5,1.25,2,1240,1.5,73,25,1713,0.0137,0
27,4,4,1.0,1,619,1.0,4,2,44,0.0,0
177,19,59,3.105,9,1210,2.0,15,3,1358,0.0,0
110,21,43,2.048,6,578,1.619,18,6,2100,0.0,0
69,8,9,1.125,2,4756,1.0,60,9,622,0.0,0
6,11,30,2.727,7,489,0.364,12,3,374,0.0,0
355,40,47,1.175,3,1660,1.225,36,12,1467,0.1667,0
245,22,61,2.773,10,1573,2.364,42,23,3715,0.0,0
114,22,42,1.909,8,691,1.955,3,2,1850,0.0,0
64,1,10,10.0,10,374,2.0,9,3,1084,0.0,0
872,69,333,4.826,31,5957,3.29,229,59,2771,0.0044,0
1882,176,208,1.182,10,12253,1.045,98,14,915,0.051,0
150,22,31,1.409,4,887,1.045,13,10,928,0.0,0
359,33,122,3.697,34,2290,1.879,35,5,450,0.0,0
1024,24,113,4.708,19,4732,2.167,152,33,3143,0.0132,0
7,0,0,0.0,0,23,0.0,5,3,1089,0.0,1
63,5,16,3.2,8,575,2.0,27,16,4928,0.2963,1
248,32,38,1.188,5,1362,1.125,19,11,1089,0.0,0
2644,237,276,1.165,10,17591,1.042,171,23,1464,0.0468,0
282,25,39,1.56,5,2035,1.4,26,16,3815,0.0,0
72,2,5,2.5,4,477,1.5,59,6,2351,0.0,0
191,4,69,17.25,35,1303,2.5,9,1,52,0.0,0
207,9,58,6.444,20,1119,1.889,74,24,2315,0.0,0
189,13,37,2.846,8,1243,2.538,26,4,674,0.0769,0
12,0,0,0.0,0,40,0.0,1,1,643,0.0,0
432,40,90,2.25,7,1868,3.1,66,42,4321,0.0,0
271,35,62,1.771,5,1488,1.514,28,12,1788,0.0,0
619,44,64,1.455,4,2869,1.114,64,35,3050,0.0312,1
135,15,36,2.4,5,932,3.0,41,10,1563,0.0,0
288,25,87,3.48,12,2031,1.76,93,39,4486,0.6774,0
87,6,19,3.167,4,579,2.0,10,8,1539,0.0,0
36,0,0,0.0,0,185,0.0,15,8,3087,0.0,0
240,10,68,6.8,14,1286,2.6,40,13,1257,0.0,0
311,21,41,1.952,9,1590,1.048,58,25,2248,0.0,0
2862,286,334,1.168,5,17412,1.028,124,45,1163,0.0,0
67,3,12,4.0,9,328,2.333,18,10,2853,0.0,0
46,4,8,2.0,3,239,2.0,35,19,3516,0.0,0
66,4,14,3.5,5,409,2.75,41,13,4923,0.1463,1
761,28,267,9.536,38,5157,2.429,35,13,989,0.0,0
77,4,4,1.0,1,172,1.0,0,0,0,0.0,0
1321,103,483,4.689,26,11039,2.485,399,86,3937,0.005,0
114,6,32,5.333,13,557,2.0,138,33,4868,0.0362,0
23,3,4,1.333,2,88,1.0,1,1,70,1.0,0
111,3,13,4.333,5,785,1.667,24,9,2176,0.0,0
131,14,37,2.643,7,853,2.143,96,33,5104,0.0208,0
257,10,70,7.0,16,1496,1.7,68,11,2042,0.0294,0
80,18,19,1.056,2,367,1.222,8,6,1384,0.0,0
11,1,1,1.0,1,75,1.0,0,0,0,0.0,0
89,15,26,1.733,4,840,2.4,18,8,1016,0.0,0
15,2,2,1.0,1,1510,1.0,14,5,822,0.0,0
22,1,8,8.0,8,195,5.0,20,11,3216,0.0,0
250,15,22,1.467,5,1252,1.067,17,10,1368,0.0,0
1051,92,395,4.293,30,7833,2.196,234,24,2455,0.0,0
170,44,70,1.591,7,1699,2.0,40,4,832,0.0,0
190,59,77,1.305,5,2446,2.271,1,1,2,0.0,1
239,31,37,1.194,2,1424,0.71,17,3,153,0.0,0
28,5,9,1.8,4,203,1.2,5,2,392,0.2,0
94,16,18,1.125,3,534,1.25,3,3,579,0.0,0
49,4,12,3.0,7,205,2.5,0,0,0,0.0,0
97,10,31,3.1,15,534,2.2,21,9,2573,0.0,0
420,37,47,1.27,3,2601,1.0,4,2,154,0.0,1
1268,84,91,1.083,3,7259,1.024,136,56,1679,0.0221,0
22,3,3,1.0,1,91,1.0,1,1,170,0.0,0
1271,150,181,1.207,4,7233,1.1,112,51,3019,0.0089,0
96,17,30,1.765,8,504,1.176,5,2,87,0.0,0
1326,90,111,1.233,7,6745,1.178,139,62,3408,0.0288,0
2737,275,323,1.175,5,16787,1.029,92,35,709,0.0,0
147,5,20,4.0,8,806,2.8,24,10,2315,0.0,0
571,79,130,1.646,11,2993,2.367,96,36,3865,0.0417,0
271,1,1,1.0,1,2694,1.0,307,51,4929,0.0554,0
31,10,11,1.1,2,160,2.5,7,6,647,0.0,0
999,44,363,8.25,42,6731,2.364,207,63,2972,0.0097,0
67,7,22,3.143,6,540,1.857,15,7,2600,0.0,1
1380,92,364,3.957,32,7960,3.011,325,87,2959,0.0523,0
170,26,29,1.115,2,749,1.038,0,0,0,0.0,0
4,0,0,0.0,0,18,0.0,0,0,0,0.0,0
217,31,63,2.032,7,1316,2.677,41,12,982,0.0,0
177,7,34,4.857,12,1328,1.429,48,19,5111,0.0,0
298,37,52,1.405,3,1363,1.135,39,33,3898,0.1282,1
1435,84,118,1.405,4,14012,1.286,11,9,143,0.0,0
429,45,51,1.133,2,2047,1.022,24,9,1092,0.0417,0
112,21,31,1.476,3,680,1.0,7,4,813,0.0,0
180,11,32,2.909,18,1432,2.091,1,1,236,0.0,0
46,2,2,1.0,1,209,1.0,22,12,2632,0.0,0
54,8,21,2.625,3,320,0.375,15,5,3171,0.0,0
413,40,40,1.0,1,1965,1.075,42,24,3465,0.0,0
21,0,0,0.0,0,35,0.0,3,3,2598,0.0,0
209,44,80,1.818,6,1294,1.091,66,28,5844,0.0,0
123,24,47,1.958,7,942,1.333,1,1,0,0.0,0
12,1,1,1.0,1,56,1.0,3,2,213,0.0,0
119,22,42,1.909,8,688,1.955,8,7,2375,0.0,0
1,6,11,1.833,5,134,0.167,0,0,0,0.0,0
76,13,13,1.0,1,511,1.0,3,1,283,0.0,0
262,22,69,3.136,8,1375,2.227,93,42,7022,0.0,0
354,20,90,4.5,23,2115,3.05,22,6,1057,0.0,0
39,4,4,1.0,1,179,1.0,1,1,395,0.0,0
73,6,18,3.0,7,368,1.333,14,3,795,0.0,0
253,69,104,1.507,5,2789,2.377,41,22,977,0.0244,0
883,108,121,1.12,7,4614,1.12,30,15,625,0.1667,1
22,0,0,0.0,0,173,0.0,11,6,1869,0.0,0
101,9,9,1.0,1,571,1.0,20,15,2876,0.05,0
115,7,42,6.0,19,837,4.143,21,4,559,0.0,0
4328,387,433,1.119,10,28074,1.075,200,92,1149,0.06,1
53,2,2,1.0,1,209,1.0,4,1,46,0.0,0
157,15,41,2.733,8,604,2.067,67,28,5674,0.0,0
2074,98,125,1.276,9,8750,1.051,108,65,4203,0.0185,0
46,7,7,1.0,1,351,1.0,5,5,1075,0.0,0
79,12,14,1.167,2,604,1.0,3,1,167,0.0,0
281,1,1,1.0,1,2759,1.0,339,69,5983,0.0501,1
215,8,76,9.5,32,1165,3.0,101,15,1960,0.0198,0
74,15,22,1.467,4,505,1.4,19,11,3088,0.0,0
548,57,141,2.474,23,3059,2.596,85,37,2463,0.0,0
186,4,49,12.25,33,1038,1.75,23,5,1553,0.0435,0
103,22,51,2.318,8,567,1.545,47,17,3500,0.0,0
63,7,8,1.143,2,518,1.0,2,2,13,0.0,0
304,30,93,3.1,20,1876,2.3,55,19,3405,0.0,0
189,24,37,1.542,3,941,1.375,11,7,1673,0.0,0
355,41,84,2.049,8,1986,2.829,63,16,2049,0.0,1
864,34,68,2.0,18,9392,1.294,116,11,1543,0.0,0
82,23,25,1.087,3,472,1.174,3,2,82,0.0,0
966,69,161,2.333,9,6209,1.043,45,9,708,0.0,0
32,0,0,0.0,0,201,0.0,16,14,2660,0.0,0
62,0,0,0.0,0,503,0.0,12,9,540,0.0833,1
262,34,40,1.176,3,1222,1.176,27,14,894,0.0,0
111,1,36,36.0,36,744,2.0,21,5,570,0.0,0
23,1,8,8.0,8,115,3.0,3,1,209,0.6667,0
9,2,2,1.0,1,87,1.0,2,1,4,0.0,0
23,2,7,3.5,4,157,3.0,32,11,3200,0.0312,0
70,10,14,1.4,3,273,2.5,6,3,252,0.0,0
159,21,43,2.048,5,785,1.905,10,3,706,0.0,0
6,0,0,0.0,0,18,0.0,2,1,811,0.0,0
16,1,5,5.0,5,71,0.0,23,6,1470,0.0,0
107,10,10,1.0,1,534,1.0,7,6,709,0.0,0
84,9,35,3.889,13,912,2.222,26,11,1936,0.0,0
234,9,27,3.0,9,974,2.778,23,14,2717,0.0,0
100,7,43,6.143,14,717,2.714,20,5,424,0.0,0
3,0,0,0.0,0,9,0.0,1,1,387,0.0,0
508,48,174,3.625,18,3287,3.25,33,8,157,0.0,0
1862,240,260,1.083,9,10278,1.188,165,57,3107,0.0,0
250,5,89,17.8,36,1704,2.8,38,7,317,0.0,0
347,32,76,2.375,8,2143,3.562,85,14,2171,0.0941,0
214,6,71,11.833,31,1393,1.5,25,11,3118,0.0,0
40,0,0,0.0,0,197,0.0,16,11,2424,0.1875,1
73,8,8,1.0,1,374,1.0,10,7,1193,0.0,0
71,3,10,3.333,8,338,3.0,53,4,818,0.0,0
809,82,94,1.146,5,2797,1.317,91,35,3268,0.0,0
16,0,0,0.0,0,78,0.0,9,5,1655,0.0,0
8,1,1,1.0,1,42,1.0,3,2,1833,0.0,0
45,5,10,2.0,3,206,2.2,4,2,94,0.0,0
609,77,99,1.286,6,4086,1.104,61,30,1421,0.0164,0
107,3,20,6.667,10,480,3.333,10,9,1407,0.0,0
33,5,5,1.0,1,250,3.8,5,3,617,0.0,0
160,13,13,1.0,1,995,0.538,15,12,3702,0.0,0
401,44,45,1.023,2,1476,0.977,19,10,706,0.0,0
242,17,83,4.882,18,1469,2.765,9,1,14,0.0,0
38,1,2,2.0,2,171,1.0,25,12,1379,0.0,0
928,26,29,1.115,2,6852,1.115,4,3,595,0.0,0
1,0,0,0.0,0,6,0.0,2,2,4385,0.0,0
3078,281,316,1.125,10,20459,1.064,22,15,121,0.0909,0
61,10,17,1.7,3,490,2.6,1,1,29,0.0,0
42,2,11,5.5,9,288,2.0,9,3,343,0.0,0
22,4,5,1.25,2,123,2.0,12,8,6483,0.0,0
16,0,0,0.0,0,58,0.0,7,1,250,0.1429,1
219,37,42,1.135,3,1273,1.297,9,2,80,0.0,0
532,51,156,3.059,22,2659,1.922,57,36,1706,0.0175,0
79,15,17,1.133,2,304,1.0,8,5,235,0.0,0
249,5,64,12.8,30,1336,2.6,73,14,822,0.0,0
640,56,198,3.536,17,4061,2.125,156,53,3300,0.0064,0
18,5,5,1.0,1,85,1.0,5,5,709,0.0,0
281,10,74,7.4,20,1390,1.9,124,45,4884,0.0,0
76,7,7,1.0,1,320,1.0,24,20,3985,0.0,0
37,4,4,1.0,1,317,1.0,3,3,709,0.0,0
25,1,1,1.0,1,111,1.0,1,1,1,1.0,1
161,5,51,10.2,25,906,2.8,20,10,1992,0.0,0
17,2,2,1.0,1,36,1.0,0,0,0,0.0,0
49,5,9,1.8,2,224,1.0,1,1,37,0.0,0
1493,183,436,2.383,19,7240,2.208,264,38,2867,0.0076,0
68,9,13,1.444,4,400,3.111,4,3,711,0.0,0
12,2,3,1.5,2,85,1.5,4,2,1655,0.0,0
59,13,17,1.308,3,439,3.0,33,13,3130,0.0,0
599,57,146,2.561,10,3815,3.579,194,70,4952,0.0773,0
202,18,32,1.778,5,1662,1.5,31,12,1915,0.0,0
378,20,30,1.5,3,2016,1.0,53,26,3951,0.0755,0
129,25,25,1.0,1,740,1.0,11,8,428,0.0,0
21,1,6,6.0,6,116,0.0,4,3,106,0.0,0
35,4,5,1.25,2,228,1.75,7,2,220,0.0,0
22,2,7,3.5,6,126,1.5,4,3,1279,0.0,0
225,8,78,9.75,41,1636,3.25,15,5,590,0.0,0
8,1,1,1.0,1,30,1.0,10,7,4861,0.0,0
727,63,95,1.508,12,4492,1.302,44,31,4397,0.0,0
