owner,repo,vulnerable_hash,file_name,raw_url,patch_signif
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/net/internal/socks/client.go,https://github.com/jesseduffield/lazydocker/raw/6f85b653d43f253b1299945075656bc4b347b8d4/vendor%2Fgolang.org%2Fx%2Fnet%2Finternal%2Fsocks%2Fclient.go,"['@@ -1,168 +0,0 @@']"
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/net/internal/socks/socks.go,https://github.com/jesseduffield/lazydocker/raw/6f85b653d43f253b1299945075656bc4b347b8d4/vendor%2Fgolang.org%2Fx%2Fnet%2Finternal%2Fsocks%2Fsocks.go,"['@@ -1,317 +0,0 @@']"
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/net/proxy/dial.go,https://github.com/jesseduffield/lazydocker/raw/6f85b653d43f253b1299945075656bc4b347b8d4/vendor%2Fgolang.org%2Fx%2Fnet%2Fproxy%2Fdial.go,"['@@ -1,54 +0,0 @@']"
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/net/proxy/direct.go,https://github.com/jesseduffield/lazydocker/raw/6f85b653d43f253b1299945075656bc4b347b8d4/vendor%2Fgolang.org%2Fx%2Fnet%2Fproxy%2Fdirect.go,"['@@ -1,31 +0,0 @@']"
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/net/proxy/per_host.go,https://github.com/jesseduffield/lazydocker/raw/6f85b653d43f253b1299945075656bc4b347b8d4/vendor%2Fgolang.org%2Fx%2Fnet%2Fproxy%2Fper_host.go,"['@@ -1,155 +0,0 @@']"
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/net/proxy/proxy.go,https://github.com/jesseduffield/lazydocker/raw/6f85b653d43f253b1299945075656bc4b347b8d4/vendor%2Fgolang.org%2Fx%2Fnet%2Fproxy%2Fproxy.go,"['@@ -1,149 +0,0 @@']"
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/net/proxy/socks5.go,https://github.com/jesseduffield/lazydocker/raw/6f85b653d43f253b1299945075656bc4b347b8d4/vendor%2Fgolang.org%2Fx%2Fnet%2Fproxy%2Fsocks5.go,"['@@ -1,42 +0,0 @@']"
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/sys/unix/zerrors_linux.go,https://github.com/jesseduffield/lazydocker/raw/463ddfd6eeb1103547b1bade1467d61829bd9311/vendor%2Fgolang.org%2Fx%2Fsys%2Funix%2Fzerrors_linux.go,"['@@ -657,6 +658,9 @@', '@@ -2918,7 +2927,9 @@', '@@ -3051,6 +3062,8 @@', '@@ -3071,6 +3084,8 @@']"
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/sys/unix/zerrors_linux_386.go,https://github.com/jesseduffield/lazydocker/raw/463ddfd6eeb1103547b1bade1467d61829bd9311/vendor%2Fgolang.org%2Fx%2Fsys%2Funix%2Fzerrors_linux_386.go,[]
jesseduffield,lazydocker,6f85b653d43f253b1299945075656bc4b347b8d4,vendor/golang.org/x/sys/unix/zerrors_linux_amd64.go,https://github.com/jesseduffield/lazydocker/raw/463ddfd6eeb1103547b1bade1467d61829bd9311/vendor%2Fgolang.org%2Fx%2Fsys%2Funix%2Fzerrors_linux_amd64.go,[]
